"TOA5","WetSedge_CR23XPB_9","","","","","","Soil"
"TIMESTAMP","RECORD","NP_sur_AVG","NP_5cm_AVG","NP_10cm_AVG","NP_25cm_AVG","GH_sur_AVG","GH_5cm_AVG","GH_10cm_AVG","GH_25cm_AVG","N_sur_AVG","N_5cm_AVG","N_10cm_AVG","N_25cm_AVG","P_sur_AVG","P_5cm_AVG","P_10cm_AVG","P_25cm_AVG","CT_sur_AVG","CT_5cm_AVG","CT_10cm_AVG","CT_25cm_AVG","Battery_V_AVG","Paneltemp_AVG"
"TS","RN","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","",""
"2023-06-24 15:00:00",10886,9.13,19.85,8.61,-0.305,10.18,9.56,7.409,1.977,18.66,13.43,8.81,2.41,18.19,15.72,5.639,-0.177,10.23,10.7,8.8,4,12.93,24.12
"2023-06-24 18:00:00",10887,9.7,17.92,8.96,-0.165,11.76,10.44,8.25,2.166,16.41,13.91,9.78,2.479,19.36,16.5,6.42,-0.237,11.21,11.22,9.13,3.929,12.78,25.56
"2023-06-24 21:00:00",10888,7.57,11.62,6.911,-0.926,10.38,9.67,7.924,1.533,12.95,11.92,9.12,1.659,13.13,10.78,4.641,-1.391,10.67,10.28,8.16,2.938,12.31,24.34
"2023-06-25 00:00:00",10889,5.969,7.793,5.418,-1.011,8.97,8.97,7.823,1.638,10.55,10.46,8.81,1.806,9.12,7.476,3.709,-1.511,10.18,9.65,7.904,2.944,12.29,20.55
"2023-06-25 03:00:00",10890,4.481,4.906,4.181,-0.879,7.739,8.08,7.415,1.854,8.88,9.22,8.31,2.046,5.63,4.716,2.671,-1.519,9.41,8.96,7.529,3.027,12.26,14.57
"2023-06-25 06:00:00",10891,4.146,7.391,4.223,-0.876,7.278,7.628,7.021,1.919,8.96,8.89,7.889,2.264,5.892,5.354,2.665,-1.196,8.85,8.21,7.353,3.268,12.27,15.37
"2023-06-25 09:00:00",10892,4.988,11.22,5.079,-1.098,7.684,7.542,6.515,1.638,11.51,9.46,7.557,2.158,9.28,8.12,3.107,-1.214,8.78,7.926,7.06,3.097,12.3,20.21
"2023-06-25 12:00:00",10893,6.317,14.97,6.426,-1.083,8.83,8.12,6.562,1.537,14.63,10.89,7.819,2.098,12.45,10.73,3.825,-1.198,9.42,8.42,7.177,2.974,12.45,23.22
"2023-06-25 15:00:00",10894,7.636,16.12,7.498,-0.93,9.4,8.7,6.945,1.568,13.89,11.1,8.26,2.106,13.41,11.66,4.278,-1.215,10.01,9.22,7.528,2.911,12.36,22.87
"2023-06-25 18:00:00",10895,8.41,15.6,7.85,-0.954,10.05,9.11,7.267,1.539,14.63,11.86,8.67,2.114,14.75,12.8,5.022,-1.187,10.47,9.67,7.915,2.922,12.34,24.95
"2023-06-25 21:00:00",10896,7.031,11.05,6.658,-0.837,9.56,8.84,7.356,1.627,13.14,11.35,8.8,2.109,11.01,9.62,4.421,-1.352,10.28,9.68,7.918,2.865,12.28,21.21
"2023-06-26 00:00:00",10897,5.846,7.992,5.523,-0.819,8.68,8.31,7.207,1.673,10.89,10.2,8.59,2.166,8.27,7.138,3.619,-1.422,9.77,9.25,7.728,2.89,12.25,17.82
"2023-06-26 03:00:00",10898,4.554,5.585,4.378,-0.768,7.499,7.566,6.863,1.751,9.06,9.09,8.14,2.291,5.924,5.141,2.904,-1.364,9.13,8.62,7.465,3.003,12.23,15.3
"2023-06-26 06:00:00",10899,3.985,6.158,4.041,-0.775,6.858,7.034,6.421,1.751,8.54,8.45,7.616,2.354,5.941,5.292,2.634,-1.266,8.53,7.976,7.129,3.072,12.21,14.57
"2023-06-26 09:00:00",10900,4.146,7.768,4.285,-0.782,6.769,6.759,6.032,1.673,9.2,8.36,7.212,2.33,6.876,5.999,2.607,-1.228,8.22,7.619,6.823,3.033,12.2,14.93
"2023-06-26 12:00:00",10901,4.809,10.81,5.133,-0.814,7.157,6.857,5.837,1.549,11.04,8.97,7.08,2.233,9.24,8.04,2.998,-1.208,8.33,7.599,6.686,2.937,12.25,16.12
"2023-06-26 15:00:00",10902,5.962,12.82,6.103,-0.772,8.37,7.624,6.058,1.497,13.59,10.35,7.473,2.21,12.45,10.41,3.866,-1.101,8.88,8,6.885,2.923,12.33,17.96
"2023-06-26 18:00:00",10903,6.033,10.71,5.896,-0.735,8.76,7.86,6.252,1.38,11.92,10.25,7.773,2.089,11.36,9.36,3.837,-1.268,9.21,8.37,6.937,2.737,12.25,17.49
"2023-06-26 21:00:00",10904,5.771,9.48,5.627,-0.618,8.36,7.928,6.733,1.602,10.89,9.89,7.996,2.172,9.61,8.09,3.612,-1.243,9.24,8.51,7.118,2.885,12.22,15.58
"2023-06-27 00:00:00",10905,4.833,6.541,4.564,-0.669,7.729,7.593,6.745,1.736,9.28,9.02,7.785,2.194,6.529,5.494,2.95,-1.321,8.78,8.23,7.058,2.933,12.18,13.58
"2023-06-27 03:00:00",10906,4.043,4.764,3.78,-0.628,6.789,7.012,6.63,1.992,7.965,8.17,7.415,2.299,4.899,4.087,2.409,-1.291,8.16,7.79,6.912,3.138,12.17,11.85
"2023-06-27 06:00:00",10907,3.518,5.041,3.47,-0.584,6.128,6.464,6.348,2.27,7.448,7.592,6.965,2.374,4.309,3.852,2.141,-1.183,7.623,7.305,6.73,3.377,12.15,11.37
"2023-06-27 09:00:00",10908,4.124,8.56,4.283,-0.647,6.034,6.261,6.001,2.35,8.92,7.808,6.618,2.316,6.909,6.163,2.516,-1.113,7.464,7.096,6.579,3.568,12.17,13.97
"2023-06-27 12:00:00",10909,5.095,10.96,5.184,-0.677,6.684,6.763,6.045,2.334,12.02,9.11,6.746,2.215,9.55,8.36,3.12,-1.088,7.927,7.477,6.697,3.682,12.39,16.51
"2023-06-27 15:00:00",10910,6.256,12.87,6.168,-0.632,8.22,8.23,6.884,2.361,14.19,10.95,7.462,2.166,13.73,11.38,4.157,-1.029,8.84,8.22,7.087,3.588,12.45,20.2
"2023-06-27 18:00:00",10911,6.604,11.73,6.312,-0.461,8.84,9.14,7.912,2.567,12.53,10.88,8.05,2.163,13.07,10.85,4.346,-1.118,9.44,8.89,7.383,3.482,12.25,19.29
"2023-06-27 21:00:00",10912,6.011,9.05,5.634,-0.417,8.47,9.06,8.34,2.849,10.6,10.1,8.2,2.233,10.74,8.99,4.167,-1.135,9.44,8.92,7.556,3.526,12.2,18.2
"2023-06-28 00:00:00",10913,4.859,5.349,4.336,-0.479,7.509,8.23,7.95,2.991,8.75,8.88,7.811,2.255,6.814,5.631,3.284,-1.281,8.86,8.54,7.441,3.578,12.17,15.39
"2023-06-28 03:00:00",10914,3.219,1.822,2.865,-0.41,6.113,6.948,7.171,3.134,6.329,7.377,7.137,2.294,3.149,2.59,2.107,-1.398,7.992,7.822,7.079,3.715,12.14,10.77
"2023-06-28 06:00:00",10915,2.831,4.354,2.892,-0.554,5.392,6.033,6.264,3.016,6.327,6.903,6.507,2.312,3.024,2.978,1.959,-1.205,7.164,6.642,6.576,3.914,12.2,13.05
"2023-06-28 09:00:00",10916,3.841,10.21,4.269,-0.832,5.807,6.05,5.661,2.58,10.64,7.966,6.17,2.116,6.322,6.199,2.435,-1.249,7.037,6.39,6.136,3.685,12.52,19.59
"2023-06-28 12:00:00",10917,5.333,12.75,5.478,-0.864,7.184,7.203,6.014,2.255,15.47,10.27,6.687,1.985,10.91,9.74,3.298,-1.294,8.18,8.43,6.918,3.422,12.49,22.86
"2023-06-28 15:00:00",10918,6.77,14.7,6.733,-0.52,8.41,8.61,7.181,2.436,13.98,11,7.657,2.159,13.86,12.51,4.397,-1.101,9.66,10.54,8.49,3.65,12.36,23.59
"2023-06-28 18:00:00",10919,7.419,14.3,7.18,-0.341,8.79,9.34,7.906,2.598,12.9,11.01,8.18,2.278,15.05,13.9,5.239,-1.002,10.43,11.26,9.39,4.037,12.26,24.42
"2023-06-28 21:00:00",10920,6.907,11.45,6.468,-0.415,8.46,9.04,7.884,2.509,11.48,10.27,8.11,2.194,11.82,10.42,4.73,-1.237,10.35,10.96,9.34,4.146,12.22,23.03
"2023-06-29 00:00:00",10921,5.836,7.777,5.366,-0.315,7.848,8.37,7.636,2.65,9.98,9.39,7.898,2.266,8.32,7.188,3.818,-1.371,9.92,10.39,8.96,4.244,12.18,18.81
"2023-06-29 03:00:00",10922,4.477,4.874,4.226,-0.097,6.965,7.684,7.339,2.891,8.13,8.43,7.632,2.507,4.967,4.41,2.969,-1.227,9.34,9.62,8.57,4.472,12.14,13.76
"2023-06-29 06:00:00",10923,3.964,5.861,3.836,-0.468,6.31,6.909,6.55,2.536,7.831,7.801,6.97,2.346,4.571,4.218,2.589,-1.29,8.42,8.45,7.874,4.307,12.16,16.71
"2023-06-29 09:00:00",10924,4.56,9.72,4.764,-0.451,6.544,6.783,6.191,2.488,10.49,8.49,6.824,2.399,7.022,6.733,2.948,-1.19,8.37,8.18,7.526,4.228,12.27,19.31
"2023-06-29 12:00:00",10925,5.526,11.72,5.658,-0.305,7.217,7.108,6.216,2.48,11.65,9.29,7.061,2.482,10.13,9.19,3.575,-1.084,8.93,8.59,7.557,4.135,12.21,19.89
"2023-06-29 15:00:00",10926,6.74,12.91,6.306,-1.035,9.32,8.07,6.255,1.712,12.94,10.72,7.15,1.628,14.79,11.89,4.387,-1.79,9.6,8.76,7.308,3.312,12.25,22.93
"2023-06-29 18:00:00",10927,6.573,11.15,6.233,-0.479,9.47,8.49,6.858,2.054,11.89,10.36,7.83,2.155,11.09,9.57,4.24,-1.463,10.07,9.3,7.625,3.502,12.2,19.73
"2023-06-29 21:00:00",10928,6.057,9.74,5.809,-0.324,8.97,8.57,7.321,2.273,11.09,10.01,8.04,2.281,9.44,8.32,4.026,-1.357,9.87,9.25,7.831,3.648,12.16,17.49
"2023-06-30 00:00:00",10929,5.888,8.23,5.398,-0.227,8.46,8.48,7.589,2.556,10.01,9.51,8.06,2.49,8.07,7.129,3.775,-1.296,9.69,9.31,8.19,3.95,12.15,15.8
"2023-06-30 03:00:00",10930,5.104,6.367,4.68,-0.208,8.03,8.34,7.805,3.069,9.07,8.92,7.84,2.625,6.629,5.873,3.353,-1.291,9.12,8.84,8.27,4.351,12.13,15.57
"2023-06-30 06:00:00",10931,4.383,6.026,4.16,-0.261,7.531,7.908,7.592,3.237,8.3,8.3,7.408,2.637,6.018,5.537,3.029,-1.316,8.47,8.03,7.828,4.538,12.17,16.16
"2023-06-30 09:00:00",10932,4.918,11.01,5.206,-0.467,7.782,7.884,7.32,3.177,11.87,9.14,7.103,2.468,7.575,7.339,3.172,-1.424,8.63,8.16,7.584,4.45,12.47,21.19
"2023-06-30 12:00:00",10933,6.54,14.03,6.541,-0.447,9.03,9.02,7.814,3.212,16.21,11.17,7.667,2.508,11.23,9.83,3.88,-1.364,10.37,11.09,8.95,4.427,12.5,22.91
"2023-06-30 15:00:00",10934,7.366,14.12,7.159,-0.155,9.87,10.26,8.93,3.466,15.91,12.3,8.73,2.704,13.7,12.62,4.868,-1.219,11.76,13.38,10.85,4.715,12.35,23.06
"2023-06-30 18:00:00",10935,8.74,14.58,8.04,0.267,10.78,11.18,9.93,3.975,13.92,12.57,9.56,3.062,16.28,14.88,6.094,-0.896,13.04,14.84,12.42,5.559,12.22,24.78
"2023-06-30 21:00:00",10936,7.767,11.17,7.047,0.06,10.06,10.82,9.94,3.824,11.76,11.29,9.35,2.918,12.69,11.37,5.505,-1.184,12.77,13.75,12.36,5.865,12.16,22.81
"2023-07-01 00:00:00",10937,6.085,7.468,5.585,-0.096,8.64,9.53,9.24,3.713,9.94,9.93,8.83,2.845,7.853,7.03,4.216,-1.468,11.56,11.7,11.22,6.034,12.11,17.09
"2023-07-01 03:00:00",10938,5.102,6.333,4.883,-0.009,7.507,8.38,8.44,3.838,8.94,9.09,8.39,3,6.204,5.637,3.576,-1.406,10.21,9.95,10.04,6.262,12.07,13.34
"2023-07-01 06:00:00",10939,4.443,5.473,4.31,0.017,6.645,7.43,7.582,3.797,8.4,8.48,7.928,3.103,5.283,4.764,3.102,-1.337,9.16,8.68,8.96,6.207,12.04,11.65
"2023-07-01 09:00:00",10940,4.091,5.835,4.081,-0.028,6.057,6.73,6.821,3.608,8.37,8.13,7.495,3.099,5.211,4.764,2.791,-1.317,8.53,7.88,8.09,5.917,12.02,11.56
"2023-07-01 12:00:00",10941,4.588,8.42,4.716,-0.004,6.183,6.735,6.523,3.505,9.8,8.47,7.336,3.12,7.274,6.5,3.032,-1.229,8.59,8.06,7.795,5.632,12.03,12.62
"2023-07-01 15:00:00",10942,5.157,9.26,5.213,0.071,6.832,7.33,6.814,3.476,10.81,9.03,7.479,3.158,8.77,7.74,3.419,-1.118,9.3,8.99,8.19,5.414,12.03,13.85
"2023-07-01 18:00:00",10943,5.896,9.32,5.808,0.763,7.867,8.41,7.828,4.086,11.2,9.84,8.4,3.91,9.34,8.27,4.274,-0.288,10.44,10.26,9.4,6.063,12.26,12.08
"2023-07-01 21:00:00",10944,6.091,8.96,5.908,1.06,8.16,8.79,8.27,4.341,10.81,9.91,8.7,4.15,8.8,7.901,4.42,-0.007,10.63,10.54,9.78,6.296,12.29,10.76
"2023-07-02 00:00:00",10945,5.585,7.392,5.364,1.062,7.813,8.56,8.2,4.355,9.76,9.39,8.56,4.131,7.181,6.413,4.03,-0.011,10.11,9.97,9.53,6.292,12.28,9.44
"2023-07-02 03:00:00",10946,4.674,4.864,4.4,0.966,7.076,7.918,7.756,4.261,8.45,8.56,8.14,4.021,5.157,4.447,3.354,-0.12,9.26,8.95,8.85,6.153,12.27,7.658
"2023-07-02 06:00:00",10947,4.231,5.535,4.282,1.125,6.553,7.365,7.388,4.4,7.958,8.19,7.845,4.107,4.791,4.77,3.239,0.077,8.59,7.976,8.23,6.224,12.29,7.507
"2023-07-02 09:00:00",10948,4.757,8.24,4.898,1.001,6.734,7.342,7.03,4.175,9.26,8.32,7.481,3.948,7.687,7.082,3.561,0.001,8.51,7.946,7.691,5.876,12.29,10.65
"2023-07-02 12:00:00",10949,6.395,14.67,6.962,1.184,7.97,8.54,7.728,4.336,13.8,10.37,7.842,3.989,11.44,10.67,4.595,0.241,9.65,9.64,8.37,5.858,12.61,16.1
"2023-07-02 15:00:00",10950,8.66,17.25,8.53,1.172,10.08,10.81,9.18,4.314,17.09,12.88,8.84,3.924,18.28,16.24,6.299,0.255,12.2,13.36,10.38,5.736,12.62,23
"2023-07-02 18:00:00",10951,9.21,14.82,8.44,1.129,10.78,11.76,10.3,4.28,14.26,12.74,9.63,3.823,17.97,15.82,6.963,0.117,13.43,15.19,12.15,5.863,12.46,23.3
"2023-07-02 21:00:00",10952,8.68,12.81,8.06,1.394,10.36,11.53,10.69,4.645,12.54,11.95,10.01,4.051,14.13,13.2,6.793,0.31,13.36,14.81,12.83,6.622,12.42,21.19
"2023-07-03 00:00:00",10953,7.156,8.11,6.357,1.06,9.03,10.1,9.66,4.326,10.3,10.35,9.44,3.854,10.05,8.84,5.59,-0.111,12.26,13.21,11.87,6.616,12.38,16.73
"2023-07-03 03:00:00",10954,5.722,5.137,5.248,1.395,7.983,9.05,8.99,4.671,8.78,9.43,9.12,4.19,6.181,5.573,4.654,0.096,11.5,11.97,11.22,7.023,12.35,9.76
"2023-07-03 06:00:00",10955,5.257,6.865,5.241,1.449,7.339,8.28,8.21,4.705,8.83,9.09,8.59,4.243,6.322,6.189,4.375,0.204,10.58,10.58,10.34,7.123,12.42,11.87
"2023-07-03 09:00:00",10956,6.301,12.97,6.799,1.378,8,8.57,7.931,4.511,12.67,10.23,8.4,4.189,9.92,10.02,5.001,0.234,10.39,10.23,9.74,6.945,12.69,18.86
"2023-07-03 12:00:00",10957,8.42,18.43,8.72,1.107,9.96,9.77,8.25,4.022,18.18,12.71,8.91,3.935,14.92,14.61,6.091,0.031,11.09,11.74,9.99,6.35,12.64,24.23
"2023-07-03 15:00:00",10958,10.04,19.7,9.88,1.337,11.57,10.97,9.12,4.133,18.09,13.85,9.89,4.128,18.28,17.25,7.268,0.222,12.12,12.84,10.75,6.376,12.59,25.83
"2023-07-03 18:00:00",10959,9.84,16.01,9.32,1.197,12.05,11.2,9.44,3.862,16.36,13.57,10.4,3.955,15.85,14.56,7.07,-0.065,12.6,12.87,10.78,6.02,12.5,23.13
"2023-07-03 21:00:00",10960,9.04,12.82,8.68,1.705,11.86,11.43,10.04,4.356,14.55,13.13,10.94,4.406,12.59,11.5,6.724,0.309,12.93,12.88,11.15,6.456,12.44,17.88
"2023-07-04 00:00:00",10961,7.9,9.95,7.521,1.639,10.79,10.71,9.68,4.309,13.08,12.21,10.64,4.424,10.26,9.27,5.98,0.167,12.39,12.19,10.78,6.357,12.41,15.64
"2023-07-04 03:00:00",10962,6.721,7.056,6.39,1.762,9.7,9.95,9.27,4.444,11.1,11.15,10.33,4.656,7.237,6.538,5.134,0.246,11.87,11.58,10.47,6.439,12.38,11.15
"2023-07-04 06:00:00",10963,6.198,7.886,6.189,1.879,8.94,9.32,8.84,4.59,10.45,10.56,9.89,4.842,7.144,6.917,4.893,0.409,11.3,10.9,10.18,6.586,12.38,11.48
"2023-07-04 09:00:00",10964,6.406,9.8,6.506,1.789,8.78,8.93,8.36,4.462,11.26,10.45,9.49,4.854,8.96,8.49,4.988,0.372,10.99,10.48,9.76,6.447,12.38,12.52
"2023-07-04 12:00:00",10965,6.79,10.14,6.658,1.689,8.97,8.87,8.13,4.294,12.16,10.67,9.33,4.802,10.17,9.32,5.162,0.311,11.02,10.47,9.58,6.29,12.38,12.75
"2023-07-04 15:00:00",10966,7.17,10.02,6.743,1.681,9.28,9.33,8.68,4.562,12.08,10.74,9.4,4.82,10.09,9.15,5.254,0.306,11.3,10.91,9.92,6.369,12.36,11.7
"2023-07-04 18:00:00",10967,7.46,11.11,7.147,1.795,9.51,9.65,9.13,5.053,12.76,11.19,9.76,5.04,10.68,9.76,5.476,0.453,11.79,11.2,10.26,6.633,12.39,12.21
"2023-07-04 21:00:00",10968,7.291,9.79,6.833,1.694,9.37,9.63,9.15,5.145,12.47,11.31,10.21,5.184,9.46,8.4,5.173,0.355,11.68,11.18,10.3,6.602,12.38,12.75
"2023-07-05 00:00:00",10969,6.146,6.032,5.631,1.621,8.41,8.86,8.76,5.148,10.31,10.52,10.3,5.39,6.36,5.583,4.355,0.221,10.4,10.16,9.81,6.518,12.35,9.53
"2023-07-05 03:00:00",10970,5.209,4.767,4.919,1.723,7.399,7.875,8.1,5.26,8.73,9.61,9.9,5.63,4.264,3.974,3.736,0.322,9.27,8.97,9.1,6.645,12.33,5.748
"2023-07-05 06:00:00",10971,4.782,5.418,4.77,1.819,6.707,7.177,7.475,5.295,8.18,9.01,9.18,5.638,4.291,4.368,3.542,0.467,8.85,8.38,8.59,6.729,12.44,7.482
"2023-07-05 09:00:00",10972,4.989,7.979,5.123,1.468,6.617,6.873,6.815,4.802,11.83,9.54,8.47,5.177,6.904,6.454,3.616,0.182,8.82,8.56,8.19,6.223,12.75,13.61
"2023-07-05 12:00:00",10973,6.39,13.39,6.754,1.483,7.711,7.93,7.278,4.667,15.86,11.39,8.85,5.048,10.66,10.13,4.55,0.262,10.46,9.84,8.72,6.076,12.77,16.36
"2023-07-05 15:00:00",10974,8.06,14.31,7.807,1.525,9.42,9.66,8.46,4.645,17.07,12.97,9.76,4.965,13.65,12.25,5.516,0.321,12.66,11.8,9.83,6.025,12.68,18.16
"2023-07-05 18:00:00",10975,7.843,12.01,7.533,1.629,9.49,10.14,9.32,4.778,13.58,12.09,10.27,4.922,10.69,9.93,5.3,0.35,12.23,11.92,10.51,6.157,12.53,15.65
"2023-07-05 21:00:00",10976,7.223,9.8,6.908,1.683,9.05,9.82,9.32,4.935,12.76,11.64,10.27,4.929,9.35,8.53,4.977,0.342,11.67,11.37,10.44,6.37,12.47,14.66
"2023-07-06 00:00:00",10977,6.3,7.472,6.038,1.726,8.36,9.21,8.98,5.037,11.29,10.86,10.03,4.994,7.428,6.75,4.469,0.318,10.73,10.45,9.98,6.495,12.45,12.33
"2023-07-06 03:00:00",10978,5.606,6.394,5.492,1.858,7.703,8.55,8.53,5.18,10.08,10.11,9.7,5.139,6.54,6.049,4.168,0.421,9.93,9.53,9.42,6.642,12.43,10.66
"2023-07-06 06:00:00",10979,5.407,7.275,5.456,1.91,7.366,8.1,8.05,5.172,9.89,9.74,9.35,5.262,6.892,6.506,4.135,0.512,9.37,8.92,8.89,6.652,12.42,10.76
"2023-07-06 09:00:00",10980,5.949,9.99,6.106,1.871,7.464,8.07,7.82,5.043,11.66,10.15,9.12,5.245,8.82,8.31,4.446,0.529,9.71,9.2,8.73,6.512,12.53,12.54
"2023-07-06 12:00:00",10981,7.223,13.71,7.371,1.741,8.15,8.63,7.976,4.819,13.41,10.88,9.17,5.076,11.23,10.63,5.031,0.456,10.83,10.53,9.19,6.27,12.65,16.04
"2023-07-06 15:00:00",10982,7.307,11.49,7.133,1.687,8.4,8.92,8.25,4.62,12.73,10.88,9.33,4.962,10.67,9.66,4.962,0.355,11.22,11.36,9.81,6.113,12.52,14.48
"2023-07-06 18:00:00",10983,7.369,11.64,7.277,1.84,8.59,9.14,8.57,4.753,12.66,11.11,9.57,5.015,10.58,9.6,5.169,0.503,11.47,11.65,10.34,6.398,12.48,14.46
"2023-07-06 21:00:00",10984,7.471,11.33,7.326,1.909,8.66,9.28,8.69,4.814,12.4,11.04,9.63,5.018,10.55,9.68,5.293,0.552,11.43,11.73,10.51,6.577,12.48,15.46
"2023-07-07 00:00:00",10985,6.691,8.44,6.361,1.804,8.19,8.91,8.45,4.641,10.87,10.29,9.38,4.905,8.72,7.841,4.815,0.423,10.89,11.18,10.25,6.528,12.44,14.24
"2023-07-07 03:00:00",10986,5.675,5.585,5.361,1.928,7.415,8.24,8.07,4.666,9.25,9.41,9.11,4.999,5.635,5.08,4.104,0.485,10.24,10.37,9.82,6.633,12.41,9.25
"2023-07-07 06:00:00",10987,5.269,6.761,5.303,2.007,7.029,7.784,7.651,4.707,9.2,9.19,8.71,4.989,6.22,6.081,4.081,0.626,9.58,9.41,9.32,6.774,12.47,11.63
"2023-07-07 09:00:00",10988,6.087,11.3,6.39,1.907,7.489,8.01,7.475,4.53,11.99,9.95,8.51,4.872,9.34,9.04,4.586,0.597,9.55,9.28,8.9,6.584,12.69,16.35
"2023-07-07 12:00:00",10989,7.565,14.23,7.6,1.757,8.57,8.91,7.809,4.287,15.79,11.68,8.87,4.717,12.84,11.98,5.415,0.499,10.38,10.55,9.24,6.271,12.71,20.06
"2023-07-07 15:00:00",10990,8.44,15.38,8.4,1.827,9.64,9.85,8.49,4.246,15.97,12.39,9.59,4.725,14.08,13.35,6.119,0.525,10.9,11.66,9.96,6.18,12.62,19.12
"2023-07-07 18:00:00",10991,9.54,15.36,8.94,1.939,10.79,10.53,9.09,4.333,14.38,12.43,10.06,4.764,16.59,15.24,6.995,0.634,11.59,12.19,10.51,6.312,12.58,20.2
"2023-07-07 21:00:00",10992,8.16,10.44,7.62,1.93,10.14,10.2,9.07,4.219,13.02,11.66,10.09,4.737,10.57,9.44,5.866,0.461,11.45,11.84,10.29,6.168,12.49,13.29
"2023-07-08 00:00:00",10993,7.269,8.53,6.895,2.187,9.28,9.85,9.15,4.57,11.68,11.21,10.13,4.972,8.58,7.744,5.448,0.721,11.25,11.54,10.44,6.586,12.45,11.07
"2023-07-08 03:00:00",10994,6.567,7.533,6.315,2.299,8.53,9.18,8.83,4.834,10.68,10.56,9.87,5.14,7.429,6.869,5.05,0.829,10.74,10.99,10.27,6.868,12.43,9.93
"2023-07-08 06:00:00",10995,6.531,8.15,6.255,2.323,8.14,8.66,8.43,4.893,10.37,10.11,9.5,5.232,8.31,7.834,5.127,0.864,10.25,10.17,9.8,6.964,12.42,10.2
"2023-07-08 09:00:00",10996,7.217,8.32,6.5,2.351,8.04,8.34,7.9,4.514,9.63,9.63,9.29,5.433,7.941,8.04,5.071,0.785,10.78,10.01,9.33,6.774,12.41,9.58
"2023-07-08 12:00:00",10997,7.611,8.91,6.973,2.503,6.838,7.557,6.875,3.97,9.51,9.45,9.15,5.717,6.464,7.005,4.609,0.747,10.01,9.86,9.2,6.573,12.4,9.28
"2023-07-08 15:00:00",10998,7.2,8.24,6.795,2.554,6.028,6.958,6.216,3.664,8.66,8.72,8.84,5.847,6.077,6.958,4.388,0.718,7.391,8.6,8.62,6.346,12.39,9.4
"2023-07-08 18:00:00",10999,7.167,8.14,6.789,2.525,5.591,6.21,5.53,3.325,8.32,8.44,8.57,5.911,6.415,6.546,4.286,0.674,6.217,7.456,7.792,6.106,12.38,9.24
"2023-07-08 21:00:00",11000,7.112,8.12,6.819,2.503,5.372,5.557,4.956,2.975,7.561,7.763,8.12,5.907,6.537,6.472,4.592,0.638,5.335,6.582,7.044,5.822,12.38,9.06
"2023-07-09 00:00:00",11001,6.884,7.642,6.693,2.491,5.174,5.155,4.646,2.799,7.069,7.211,7.671,5.838,5.651,5.61,4.187,0.643,4.678,5.864,6.386,5.519,12.38,9.11
"2023-07-09 03:00:00",11002,6.547,7.129,6.459,2.47,4.871,4.827,4.421,2.697,6.509,6.635,7.182,5.691,5.088,5.175,3.726,0.623,4.154,5.258,5.799,5.182,12.37,8.74
"2023-07-09 06:00:00",11003,6.334,7.259,6.371,2.535,4.687,4.53,4.151,2.534,6.696,6.715,6.918,5.541,5.214,5.161,3.572,0.66,4.033,4.88,5.376,4.931,12.46,9.04
"2023-07-09 09:00:00",11004,6.774,10.3,6.89,2.536,4.758,4.364,3.847,2.267,8.52,8.13,7.108,5.331,7.116,7.272,3.827,0.668,4.939,4.887,5.123,4.656,12.66,12.26
"2023-07-09 12:00:00",11005,7.653,11.74,7.67,2.414,5.067,4.48,3.596,1.951,11.14,10.21,8.02,5.052,9.05,8.36,4.125,0.526,6.885,5.652,5.118,4.221,12.69,14.79
"2023-07-09 15:00:00",11006,9.06,15.12,9.32,2.852,5.9,5.091,3.955,2.17,14.37,12.84,9.75,5.347,12.15,11.25,5.186,0.9,9.71,7.335,6.066,4.369,12.79,16.39
"2023-07-09 18:00:00",11007,9.37,13.78,9.56,2.731,6.529,5.267,3.771,1.743,14.96,14.29,11.33,5.228,11.98,10.58,5.344,0.612,11.5,8.8,6.727,3.93,12.64,16.23
"2023-07-09 21:00:00",11008,9.12,11.93,9.47,2.987,7.299,5.966,4.244,1.719,12.56,12.77,11.77,5.59,9.71,8.69,5.119,0.633,10.93,9.31,7.445,3.963,12.53,13.58
"2023-07-10 00:00:00",11009,8.25,8.89,8.63,3.236,7.674,6.571,4.919,1.817,10.15,10.81,11.13,6.102,7.551,6.74,4.7,0.689,9.56,8.92,7.639,4.145,12.48,11.4
"2023-07-10 03:00:00",11010,7.384,7.45,7.844,3.492,7.462,6.765,5.492,2.099,8.38,8.99,9.97,6.615,5.937,5.469,4.317,0.835,8.26,8.24,7.53,4.453,12.45,9.38
"2023-07-10 06:00:00",11011,7.096,8.21,7.561,3.561,7.222,6.83,5.913,2.421,8.16,8.41,8.99,6.815,6.207,5.891,4.2,0.903,7.613,7.651,7.235,4.632,12.52,10.24
"2023-07-10 09:00:00",11012,7.568,11.67,8.06,3.391,7.49,7.121,6.259,2.698,10.42,9.91,8.87,6.649,8.23,8.01,4.422,0.813,8.22,7.466,6.949,4.593,12.8,15.3
"2023-07-10 12:00:00",11013,8.17,11.85,8.27,3.23,8.37,7.867,6.833,2.98,12.02,11.75,10.1,6.549,10.19,9.13,4.696,0.694,9.49,8.1,6.998,4.438,12.62,15.13
"2023-07-10 15:00:00",11014,8.78,12.77,8.78,3.347,9.3,8.89,7.849,3.553,12.66,12.59,11.3,6.82,10.77,9.72,5.151,0.865,10.55,8.92,7.579,4.603,12.59,15.62
