"TOA5","WetSedge_CR23XPB_9","","","","","","Soil"
"TIMESTAMP","RECORD","NP_sur_AVG","NP_5cm_AVG","NP_10cm_AVG","NP_25cm_AVG","GH_sur_AVG","GH_5cm_AVG","GH_10cm_AVG","GH_25cm_AVG","N_sur_AVG","N_5cm_AVG","N_10cm_AVG","N_25cm_AVG","P_sur_AVG","P_5cm_AVG","P_10cm_AVG","P_25cm_AVG","CT_sur_AVG","CT_5cm_AVG","CT_10cm_AVG","CT_25cm_AVG","Battery_V_AVG","Paneltemp_AVG"
"TS","RN","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","",""
"2023-08-13 06:00:00",11283,4.748,2.654,4.683,4.474,6.121,6.555,6.841,5.312,5.009,6.373,7.107,5.5,2.236,2.454,3.796,2.672,6.577,6.707,7.192,6.627,12.64,0.415
"2023-08-13 09:00:00",11284,4.842,5.617,5.099,4.439,5.823,6.132,6.413,5.332,6.622,6.76,6.756,5.427,2.748,3.504,3.798,2.752,5.997,5.851,6.713,6.62,13.29,5.008
"2023-08-13 12:00:00",11285,5.907,8.82,5.996,4.286,6.669,6.646,6.31,5.116,11.09,8.12,6.846,5.308,7.944,7.247,4.402,2.627,6.493,6.524,6.5,6.262,13.22,8.27
"2023-08-13 15:00:00",11286,7.054,10.77,6.97,4.357,8,7.998,7.133,5.113,11.93,9.23,7.477,5.361,11.45,9.72,5.271,2.685,7.75,8.16,7.208,6.137,13.21,9.7
"2023-08-13 18:00:00",11287,7.548,10.6,7.302,4.334,8.77,8.93,7.942,5.068,11.41,9.56,7.923,5.305,11.6,9.79,5.664,2.628,8.61,9.31,7.98,6.055,13.02,10.18
"2023-08-13 21:00:00",11288,7.026,8.08,6.729,4.27,8.57,8.99,8.28,5.03,9.58,8.99,8.01,5.223,8.76,7.495,5.342,2.522,8.72,9.5,8.35,6.045,12.7,8.78
"2023-08-14 00:00:00",11289,6.17,5.85,5.96,4.23,7.835,8.4,8.09,5.053,7.816,8.11,7.801,5.187,5.654,5.16,4.725,2.458,8.17,8.88,8.23,6.121,12.59,6.127
"2023-08-14 03:00:00",11290,5.611,5.06,5.551,4.334,7.148,7.722,7.733,5.223,6.795,7.462,7.56,5.303,4.255,4.228,4.366,2.571,7.61,8.13,7.951,6.33,12.54,3.415
"2023-08-14 06:00:00",11291,5.37,5.269,5.38,4.32,6.64,7.102,7.219,5.26,6.65,7.135,7.213,5.299,4.31,4.291,4.193,2.612,7.132,7.43,7.553,6.395,12.52,4.366
"2023-08-14 09:00:00",11292,5.582,7.065,5.704,4.301,6.514,6.826,6.863,5.248,7.631,7.323,6.997,5.27,5.673,5.539,4.291,2.624,6.929,7.079,7.217,6.346,12.81,6.213
"2023-08-14 12:00:00",11293,6.576,10.17,6.599,4.214,7.24,7.276,6.883,5.143,11.04,8.58,7.102,5.167,9.42,8.39,4.899,2.593,7.426,7.564,7.256,6.22,13.14,11.16
"2023-08-14 15:00:00",11294,7.787,12.34,7.654,4.4,8.48,8.44,7.631,5.274,12.1,9.74,7.751,5.332,12.25,10.78,5.807,2.785,8.67,8.97,7.969,6.302,13.01,15.03
"2023-08-14 18:00:00",11295,7.913,10.71,7.416,4.004,8.79,8.77,7.794,4.782,11.39,9.54,7.808,4.946,11.8,9.87,5.71,2.307,9.28,9.82,8.2,5.776,12.79,14.73
"2023-08-14 21:00:00",11296,7.431,8.59,6.997,4.116,8.74,8.97,8.27,4.923,10.12,9.26,8.11,5.041,8.84,7.696,5.509,2.387,9.34,9.65,8.57,5.938,12.61,11.46
"2023-08-15 00:00:00",11297,6.826,6.982,6.482,4.227,8.34,8.71,8.35,5.113,8.87,8.75,8.11,5.153,7.065,6.33,5.18,2.489,8.61,8.78,8.34,6.125,12.55,8.92
"2023-08-15 03:00:00",11298,6.301,6.28,6.134,4.373,7.888,8.31,8.21,5.386,7.892,8.25,7.981,5.322,5.973,5.678,4.958,2.66,7.883,7.88,7.932,6.319,12.51,7.666
"2023-08-15 06:00:00",11299,6.422,7.195,6.21,4.391,7.578,7.91,7.874,5.462,8.15,8.07,7.735,5.388,6.924,6.449,4.994,2.715,7.649,7.448,7.491,6.282,12.5,9
"2023-08-15 09:00:00",11300,6.531,7.999,6.367,4.378,7.608,7.82,7.706,5.525,8.77,8.19,7.686,5.467,7.401,6.842,5.036,2.725,8.54,7.753,7.407,6.152,12.49,9.96
"2023-08-15 12:00:00",11301,7.439,11.39,7.331,4.453,8.2,8.23,7.912,5.663,11.73,9.41,8.1,5.639,9.94,8.92,5.536,2.843,9.41,8.23,7.678,6.154,12.85,12.85
"2023-08-15 15:00:00",11302,8.5,12.85,8.11,4.33,9.55,9.19,8.39,5.556,15.44,11.25,9.02,5.633,13.35,11.19,6.134,2.701,10.83,9.19,7.992,5.92,13.03,15.88
"2023-08-15 18:00:00",11303,8.75,11.54,8.28,4.582,10.6,10.4,9.5,5.807,15.26,12.62,10.77,6.098,12.77,10.9,6.561,2.879,11.03,9.95,8.6,6.031,12.86,14.31
"2023-08-15 21:00:00",11304,8.02,9.34,7.547,4.37,10.08,10.28,9.69,5.689,12.94,12.39,11.44,6.289,9.95,8.51,6.069,2.632,10,9.41,8.44,5.787,12.64,12.24
"2023-08-16 00:00:00",11305,7.63,8.4,7.266,4.571,9.47,9.95,9.73,6.052,11.71,11.94,11.52,6.851,8.03,7.305,5.85,2.83,9.31,8.93,8.37,6.004,12.54,10.21
"2023-08-16 03:00:00",11306,7.161,7.575,6.886,4.626,8.8,9.37,9.35,6.236,10.82,11.25,11.06,7.121,7.132,6.624,5.557,2.892,8.63,8.34,8.06,6.059,12.5,9.14
"2023-08-16 06:00:00",11307,6.817,7.068,6.611,4.678,8.29,8.84,8.93,6.338,10.09,10.6,10.55,7.251,6.554,6.135,5.319,2.955,8.15,7.888,7.757,6.082,12.47,8.12
"2023-08-16 09:00:00",11308,6.864,8.18,6.763,4.729,8.04,8.52,8.6,6.398,10.15,10.32,10.11,7.28,7.284,6.856,5.361,3.046,8.02,7.715,7.599,6.122,12.46,9.08
"2023-08-16 12:00:00",11309,7.407,10.24,7.303,4.716,8.2,8.52,8.42,6.352,11.32,10.52,9.85,7.209,9.47,8.59,5.672,3.056,8.58,8.01,7.6,6.061,12.51,11.26
"2023-08-16 15:00:00",11310,8.62,13.15,8.39,4.802,9.2,9.25,8.76,6.388,14.2,11.69,10.1,7.192,13.32,11.62,6.503,3.157,10.14,8.99,8.06,6.102,12.95,15.13
"2023-08-16 18:00:00",11311,9.14,12.1,8.57,4.822,10.32,10.29,9.42,6.32,14.87,12.44,10.73,7.18,13.97,11.81,6.916,3.13,11.26,9.9,8.52,5.995,12.86,16.23
"2023-08-16 21:00:00",11312,8.51,9.98,7.985,4.656,10.17,10.47,9.74,6.116,13.26,12.22,11.09,7.041,11.32,9.63,6.55,2.909,10.75,9.7,8.52,5.767,12.62,14.7
"2023-08-17 00:00:00",11313,7.695,7.782,7.287,4.724,9.54,10.12,9.76,6.203,11.65,11.62,11.23,7.24,7.97,7.225,6.015,2.942,9.86,9.15,8.37,5.816,12.52,9.74
"2023-08-17 03:00:00",11314,7.057,6.641,6.796,4.851,8.83,9.49,9.47,6.423,10.31,10.98,10.99,7.458,6.541,6.133,5.668,3.103,9.12,8.63,8.24,6.028,12.47,7.911
"2023-08-17 06:00:00",11315,6.482,5.891,6.325,4.868,8.12,8.72,8.88,6.486,9.14,10.18,10.44,7.537,5.518,5.361,5.289,3.152,8.38,8.07,7.925,6.083,12.44,7.105
"2023-08-17 09:00:00",11316,6.673,7.826,6.643,4.896,7.936,8.39,8.48,6.525,9.62,9.99,9.96,7.558,6.923,6.651,5.407,3.258,8.26,7.891,7.803,6.186,12.45,9.74
"2023-08-17 12:00:00",11317,7.138,9.68,7.083,4.815,8.02,8.39,8.26,6.383,10.66,10.09,9.61,7.411,8.57,7.952,5.583,3.2,8.52,8.01,7.693,6.076,12.5,11.84
"2023-08-17 15:00:00",11318,7.801,10.71,7.542,4.666,8.56,8.8,8.33,6.153,12.28,10.56,9.56,7.177,10.11,8.88,5.818,3.067,9.34,8.54,7.79,5.898,12.65,14.26
"2023-08-17 18:00:00",11319,7.687,9.91,7.444,4.64,8.73,9.11,8.59,6.025,12.05,10.7,9.77,7.052,9.23,8.35,5.784,2.982,9.36,8.69,7.884,5.779,12.54,12.74
"2023-08-17 21:00:00",11320,7.501,8.64,7.179,4.611,8.69,9.14,8.65,5.919,11.69,10.7,9.93,6.982,8.5,7.587,5.643,2.923,9.26,8.64,7.902,5.729,12.46,11.88
"2023-08-18 00:00:00",11321,6.946,7.213,6.7,4.632,8.25,8.85,8.58,5.9,10.29,10.23,9.93,7.023,6.992,6.483,5.35,2.914,8.65,8.22,7.745,5.731,12.43,9.41
"2023-08-18 03:00:00",11322,6.616,6.788,6.463,4.717,7.836,8.44,8.38,5.991,9.45,9.81,9.75,7.115,6.34,5.991,5.18,3,8.23,7.884,7.607,5.834,12.41,7.972
"2023-08-18 06:00:00",11323,6.375,6.444,6.232,4.721,7.467,8,8.02,5.982,8.71,9.29,9.41,7.138,5.746,5.513,4.977,3.02,7.867,7.606,7.426,5.843,12.4,7.121
"2023-08-18 09:00:00",11324,6.417,7.245,6.32,4.757,7.208,7.668,7.712,5.909,8.37,8.75,8.99,7.12,6.416,6.155,5,3.066,8.24,7.622,7.337,5.843,12.4,6.95
"2023-08-18 12:00:00",11325,6.959,8.96,6.809,4.746,7.556,7.696,7.492,5.736,10.4,9.77,8.92,7.075,8.97,7.977,5.317,3.026,9.37,8.12,7.471,5.791,12.95,8.55
"2023-08-18 15:00:00",11326,7.456,9.73,7.22,4.714,8.13,7.988,7.487,5.56,11.87,11.26,9.79,7.027,9.69,8.31,5.511,2.94,10.15,8.71,7.719,5.682,12.99,7.774
"2023-08-18 18:00:00",11327,7.245,7.956,6.966,4.735,8.16,8.08,7.51,5.404,10.92,10.92,10.32,7.057,7.94,6.958,5.386,2.886,9.93,8.94,7.95,5.643,12.72,6.255
"2023-08-18 21:00:00",11328,7.141,7.688,6.964,4.842,7.613,7.736,7.261,5.26,9.75,9.88,9.99,7.182,6.774,6.209,5.231,2.899,9.41,8.84,8.07,5.732,12.55,6.06
"2023-08-19 00:00:00",11329,6.607,6.187,6.553,4.929,6.858,7.239,6.863,5.063,8.09,8.45,9.24,7.278,5.363,5.161,4.905,2.888,8.24,8.34,7.918,5.784,12.47,5.554
"2023-08-19 03:00:00",11330,6.186,5.668,6.245,5.017,6.233,6.769,6.488,4.919,7.044,7.423,8.39,7.306,4.767,4.74,4.677,2.929,7.269,7.71,7.638,5.882,12.42,5.624
"2023-08-19 06:00:00",11331,5.982,6.029,6.069,4.941,5.815,6.216,5.982,4.646,6.71,6.935,7.656,7.126,5.178,5.054,4.519,2.856,6.574,7.054,7.188,5.824,12.39,6.967
"2023-08-19 09:00:00",11332,6.069,6.743,6.117,4.877,5.728,5.762,5.514,4.377,7.023,7.069,7.326,6.901,5.931,5.597,4.49,2.783,6.42,6.698,6.804,5.714,12.38,7.599
"2023-08-19 12:00:00",11333,6.65,8.71,6.627,4.88,5.884,5.532,5.21,4.177,8.29,8.21,7.537,6.728,7.723,7.02,4.744,2.785,6.874,6.704,6.657,5.656,12.49,8.15
"2023-08-19 15:00:00",11334,7.238,9.55,7.054,4.792,6.012,5.363,4.911,3.877,10.17,9.91,8.23,6.468,9.15,7.828,4.969,2.654,7.798,7.052,6.603,5.449,12.68,9.05
"2023-08-19 18:00:00",11335,7.154,7.963,6.939,4.804,6.256,5.336,4.791,3.676,10.47,10.12,8.95,6.413,7.705,6.848,4.996,2.633,8.08,7.418,6.796,5.356,12.56,7.592
"2023-08-19 21:00:00",11336,6.734,6.655,6.644,4.878,6.624,5.385,4.8,3.56,9.28,9.14,8.93,6.436,6.361,5.777,4.839,2.643,7.444,7.308,6.87,5.334,12.42,5.884
"2023-08-20 00:00:00",11337,6.245,5.605,6.276,4.953,6.93,5.479,4.922,3.532,8.01,8.04,8.49,6.503,4.965,4.779,4.575,2.669,6.403,6.8,6.704,5.355,12.38,4.427
"2023-08-20 03:00:00",11338,5.788,5.003,5.907,4.954,6.916,5.479,5.006,3.51,6.869,6.993,7.841,6.5,4.178,4.198,4.279,2.652,5.391,6.126,6.329,5.324,12.36,3.736
"2023-08-20 06:00:00",11339,5.404,4.518,5.56,4.906,6.681,5.431,5.053,3.502,6.015,6.12,7.169,6.428,3.396,3.576,3.962,2.599,4.504,5.446,5.856,5.234,12.35,2.431
"2023-08-20 09:00:00",11340,5.49,5.964,5.743,4.956,6.501,5.513,5.216,3.667,5.913,5.988,6.711,6.386,4.281,4.474,3.976,2.673,4.401,5.084,5.529,5.238,12.43,3.435
"2023-08-20 12:00:00",11341,6.104,8.01,6.238,4.902,6.402,5.606,5.27,3.731,7.559,7.436,6.804,6.236,7.02,6.475,4.294,2.662,5.227,5.173,5.343,5.123,12.76,6.859
"2023-08-20 15:00:00",11342,6.798,9.61,6.75,4.731,6.358,5.665,5.174,3.637,9.98,9.45,7.598,5.994,9.38,8.06,4.669,2.517,6.781,5.784,5.39,4.863,13,9.79
"2023-08-20 18:00:00",11343,7.049,8.66,6.818,4.645,6.414,5.737,5.111,3.547,10.83,10.22,8.51,5.886,8.93,7.626,4.824,2.42,7.746,6.562,5.742,4.667,12.79,9.01
"2023-08-20 21:00:00",11344,6.75,7.178,6.575,4.656,6.528,5.774,5.127,3.52,9.75,9.64,8.86,5.931,7.03,6.159,4.705,2.424,7.514,6.824,6.081,4.641,12.58,7.35
"2023-08-21 00:00:00",11345,6.209,5.917,6.158,4.676,6.588,5.669,5.104,3.486,8.06,8.34,8.48,6.021,5.159,4.809,4.38,2.424,6.698,6.579,6.124,4.654,12.48,5.845
"2023-08-21 03:00:00",11346,5.825,5.524,5.904,4.733,6.659,5.621,5.134,3.531,7.056,7.433,7.898,6.123,4.374,4.294,4.147,2.473,5.911,6.151,5.997,4.73,12.42,5.088
"2023-08-21 06:00:00",11347,5.58,5.389,5.697,4.709,6.604,5.511,5.092,3.519,6.458,6.767,7.317,6.109,4.309,4.222,3.964,2.452,5.274,5.684,5.709,4.718,12.39,5.131
"2023-08-21 09:00:00",11348,5.702,6.68,5.881,4.721,6.557,5.506,5.127,3.577,6.683,6.761,6.958,6.064,5.276,5.068,3.995,2.468,5.208,5.414,5.481,4.719,12.39,6
"2023-08-21 12:00:00",11349,6.305,8.48,6.372,4.639,6.571,5.518,5.079,3.534,8.62,8.08,7.148,5.914,7.248,6.394,4.197,2.378,6.201,5.607,5.355,4.588,12.68,7.187
"2023-08-21 15:00:00",11350,6.8,8.85,6.805,4.696,6.738,5.754,5.21,3.612,10.6,9.79,8.09,5.892,7.985,6.877,4.515,2.415,7.721,6.44,5.698,4.573,13.02,7.754
"2023-08-21 18:00:00",11351,7.461,10.26,7.501,4.973,7.042,6.133,5.541,3.877,11.68,11.02,9.16,6.11,10.03,8.66,5.142,2.656,9.09,7.45,6.387,4.784,13.01,10.48
"2023-08-21 21:00:00",11352,6.868,6.759,6.68,4.597,6.839,5.759,5.108,3.412,10.33,10.2,9.27,5.855,7.319,6.036,4.622,2.233,8.62,7.561,6.425,4.377,12.67,7.988
"2023-08-22 00:00:00",11353,5.845,4.215,5.931,4.774,6.948,5.785,5.244,3.521,7.511,8.15,8.81,6.135,3.497,3.469,4.134,2.371,7.064,7.167,6.615,4.598,12.54,2.518
"2023-08-22 03:00:00",11354,5.344,4.471,5.624,4.804,6.867,5.65,5.256,3.574,5.947,6.665,7.719,6.205,3.276,3.388,3.804,2.4,5.687,6.303,6.263,4.707,12.47,3.781
"2023-08-22 06:00:00",11355,5.066,4.324,5.353,4.798,6.767,5.583,5.253,3.629,5.272,5.841,6.886,6.229,3.05,3.234,3.591,2.424,4.918,5.64,5.841,4.775,12.42,4.063
"2023-08-22 09:00:00",11356,5.558,7.29,5.932,4.878,6.753,5.741,5.439,3.84,6.314,6.309,6.558,6.219,5.274,5.17,3.897,2.572,5.308,5.47,5.639,4.913,12.53,8.1
"2023-08-22 12:00:00",11357,6.52,10.01,6.619,4.608,6.74,5.746,5.298,3.69,9.29,8.26,6.905,5.874,8.34,7.263,4.224,2.359,6.649,5.771,5.447,4.636,13.12,13.02
"2023-08-22 15:00:00",11358,7.238,10.55,7.115,4.54,7.086,6.099,5.415,3.68,11.64,10.34,8.15,5.768,9.55,8.14,4.708,2.326,8.37,6.727,5.825,4.537,13.09,13.95
"2023-08-22 18:00:00",11359,7.39,9.83,7.143,4.356,7.249,6.348,5.464,3.5,12.02,11.08,9.05,5.594,9.35,7.942,4.821,2.13,9.22,7.456,6.204,4.311,12.9,13.71
"2023-08-22 21:00:00",11360,6.693,6.438,6.415,4.285,6.934,6.2,5.383,3.354,9.6,9.73,9.22,5.653,6.299,5.456,4.426,2.008,8.41,7.561,6.486,4.215,12.6,7.064
"2023-08-23 00:00:00",11361,5.563,3.737,5.684,4.586,6.29,5.852,5.366,3.554,6.332,6.698,8.33,6.012,2.821,3.078,3.972,2.215,6.547,6.989,6.59,4.523,12.52,0.558
"2023-08-23 03:00:00",11362,5.019,3.569,5.332,4.753,6.009,5.478,5.251,3.674,3.963,4.249,6.647,6.207,2.354,2.725,3.64,2.334,4.674,5.905,6.167,4.737,12.47,-0.057
"2023-08-23 06:00:00",11363,4.617,3.184,4.924,4.709,5.871,5.151,5.027,3.639,3.74,3.93,5.502,6.127,2.089,2.489,3.321,2.309,3.407,4.788,5.438,4.737,12.42,-0.313
"2023-08-23 09:00:00",11364,4.337,3.375,4.658,4.615,5.607,4.986,4.894,3.612,3.968,3.991,4.945,5.866,1.992,2.427,3.078,2.253,3.073,4.13,4.803,4.639,12.66,-0.046
"2023-08-23 12:00:00",11365,4.37,4.244,4.909,4.827,4.84,4.813,4.87,3.836,4.798,4.683,5.318,5.897,2.844,3.345,2.788,2.235,4.117,4.504,3.85,4.117,13.43,2.06
"2023-08-23 15:00:00",11366,5.293,6.713,5.552,4.976,5.855,5.645,5.402,4.2,9.59,8.83,6.645,5.793,6.836,6.547,3.852,2.673,6.677,5.469,5.071,4.836,13.3,6.18
"2023-08-23 18:00:00",11367,6.035,7.817,5.954,4.805,6.001,5.8,5.361,4.096,10.58,10.1,8.07,5.653,11.03,8.91,4.548,2.571,8.69,6.805,5.63,4.638,12.94,9.54
"2023-08-23 21:00:00",11368,5.265,4.861,5.059,4.142,5.337,5.162,4.712,3.417,8.26,8.32,7.906,5.198,6.815,5.41,3.842,1.933,7.582,6.742,5.552,3.966,12.69,6.931
"2023-08-24 00:00:00",11369,4.532,3.228,4.526,4.075,5.38,4.93,4.602,3.335,6.281,6.647,7.36,5.345,2.909,2.877,3.3,1.913,5.814,6.101,5.588,4.029,12.56,2.357
"2023-08-24 03:00:00",11370,4.18,3.164,4.29,4.041,5.573,4.777,4.548,3.322,5.106,5.526,6.534,5.451,2.306,2.51,3.032,1.959,4.513,5.288,5.329,4.171,12.49,1.46
"2023-08-24 06:00:00",11371,3.917,2.906,4.07,4.025,5.564,4.72,4.55,3.351,4.415,4.796,5.847,5.487,1.836,2.188,2.815,1.999,3.67,4.582,4.922,4.253,12.44,0.615
"2023-08-24 09:00:00",11372,4.032,4.329,4.249,3.988,5.425,4.751,4.605,3.416,4.618,4.751,5.373,5.413,3.047,3.228,2.878,2.037,3.506,4.162,4.593,4.288,12.48,2.579
"2023-08-24 12:00:00",11373,4.909,7.321,5.014,3.936,5.401,4.867,4.653,3.466,6.864,6.219,5.536,5.269,6.602,5.91,3.367,2.035,4.797,4.433,4.484,4.226,13.2,6.354
"2023-08-24 15:00:00",11374,5.748,8.82,5.642,3.835,5.574,5.063,4.65,3.42,9.59,8.41,6.539,5.101,9.44,8.12,3.95,1.949,6.354,5.214,4.661,4.046,13.28,8.71
"2023-08-24 18:00:00",11375,5.918,7.394,5.589,3.662,5.708,5.256,4.618,3.24,10.1,9.35,7.584,4.939,9.02,7.401,4.078,1.764,7.419,6.007,4.961,3.786,13.01,8.34
"2023-08-24 21:00:00",11376,5.299,5.094,5.113,3.706,5.677,5.442,4.793,3.243,7.916,8.16,7.851,5.066,5.529,4.764,3.744,1.78,6.954,6.262,5.311,3.781,12.65,4.71
"2023-08-25 00:00:00",11377,4.73,4.082,4.704,3.754,5.427,5.354,4.886,3.301,5.965,6.616,7.234,5.232,3.825,3.587,3.448,1.861,6.125,5.984,5.425,3.903,12.55,3.142
"2023-08-25 03:00:00",11378,4.37,3.854,4.438,3.753,5.121,5.055,4.752,3.312,4.95,5.498,6.401,5.31,3.26,3.21,3.218,1.9,5.37,5.533,5.284,3.986,12.5,2.93
"2023-08-25 06:00:00",11379,4.045,3.344,4.144,3.702,4.937,4.739,4.519,3.257,4.519,4.815,5.709,5.27,2.837,2.864,2.992,1.875,4.692,5.059,5.007,3.984,12.45,2.477
"2023-08-25 09:00:00",11380,3.825,3.521,4.004,3.686,4.894,4.515,4.351,3.227,4.265,4.403,5.194,5.184,2.616,2.709,2.827,1.863,4.036,4.585,4.712,3.98,12.4,1.48
"2023-08-25 12:00:00",11381,4.227,5.739,4.451,3.673,4.991,4.498,4.313,3.235,5.803,5.531,5.188,5.052,4.313,4.039,2.959,1.884,4.299,4.406,4.521,3.992,12.63,2.623
"2023-08-25 15:00:00",11382,4.856,6.956,4.936,3.576,5.066,4.587,4.276,3.164,7.635,7.121,5.813,4.842,5.969,5.176,3.188,1.795,5.306,4.756,4.48,3.858,12.8,4.118
"2023-08-25 18:00:00",11383,5.059,6.38,5.055,3.54,5.082,4.709,4.31,3.121,7.948,7.518,6.414,4.736,5.673,4.887,3.26,1.746,5.667,5.115,4.627,3.755,12.62,4.348
"2023-08-25 21:00:00",11384,4.948,5.323,4.953,3.57,5.035,4.708,4.323,3.095,7.417,7.213,6.637,4.743,4.684,4.167,3.224,1.74,5.284,5.11,4.72,3.724,12.46,4.258
"2023-08-26 00:00:00",11385,4.628,4.513,4.723,3.616,4.988,4.587,4.271,3.068,6.452,6.5,6.499,4.789,3.62,3.466,3.08,1.739,4.595,4.796,4.632,3.719,12.41,3.991
"2023-08-26 03:00:00",11386,4.273,3.813,4.402,3.589,4.889,4.393,4.15,2.992,5.567,5.7,6.109,4.787,2.853,2.842,2.835,1.685,3.739,4.269,4.338,3.652,12.39,3.176
"2023-08-26 06:00:00",11387,3.957,3.264,4.124,3.617,4.793,4.304,4.139,3.023,4.749,4.956,5.684,4.835,2.164,2.35,2.654,1.721,3.184,3.829,4.075,3.668,12.37,2.11
"2023-08-26 09:00:00",11388,4.325,5.357,4.581,3.842,4.98,4.564,4.445,3.33,5.426,5.425,5.548,5.003,3.677,3.78,3.01,2.016,3.499,3.788,4.15,3.938,12.85,5.913
"2023-08-26 12:00:00",11389,4.883,7.931,4.979,3.457,4.841,4.353,4.095,2.993,7.556,7.191,5.728,4.619,6.341,5.724,3.12,1.668,5.016,4.103,3.851,3.495,12.91,11.84
"2023-08-26 15:00:00",11390,5.871,9.79,5.772,3.412,5,4.54,4.106,2.948,8.9,8.43,6.606,4.552,7.739,6.815,3.468,1.596,6.362,5.022,4.164,3.331,12.78,12.76
"2023-08-26 18:00:00",11391,6.315,8.89,6.092,3.588,5.233,4.852,4.312,3.068,9.4,8.95,7.437,4.706,7.604,6.645,3.729,1.696,7.201,5.895,4.725,3.4,12.6,11.04
"2023-08-26 21:00:00",11392,5.915,7.018,5.684,3.459,5.247,4.793,4.21,2.858,8.6,8.45,7.574,4.647,6.313,5.472,3.553,1.546,6.991,6.029,4.946,3.271,12.49,10.57
"2023-08-27 00:00:00",11393,5.469,5.591,5.381,3.632,5.451,4.891,4.353,2.944,7.518,7.698,7.477,4.864,5.514,4.916,3.526,1.66,6.476,6.01,5.179,3.454,12.44,9.1
"2023-08-27 03:00:00",11394,5.236,5.72,5.278,3.756,5.708,5.014,4.516,3.043,7.067,7.259,7.188,5.056,5.795,5.284,3.644,1.808,6.169,5.832,5.279,3.667,12.42,10.25
"2023-08-27 06:00:00",11395,5.216,6.127,5.243,3.752,5.827,5.042,4.543,3.03,7.14,7.191,6.973,5.116,6.174,5.553,3.669,1.807,6.155,5.741,5.184,3.696,12.41,10.9
"2023-08-27 09:00:00",11396,5.379,6.962,5.381,3.723,5.952,5.179,4.637,3.046,7.665,7.529,6.988,5.115,6.713,5.984,3.744,1.807,6.431,5.823,5.184,3.712,12.41,11.78
"2023-08-27 12:00:00",11397,6.12,9.63,6.132,3.831,6.313,5.593,4.964,3.23,9.43,8.75,7.445,5.22,8.46,7.498,4.195,1.97,7.424,6.29,5.485,3.888,12.69,14.39
"2023-08-27 15:00:00",11398,6.964,11.04,6.762,3.727,6.701,5.989,5.123,3.177,11.88,10.65,8.37,5.182,10.53,8.89,4.63,1.898,8.95,7.094,5.786,3.802,12.91,16.75
"2023-08-27 18:00:00",11399,7.177,9.89,6.85,3.698,7.228,6.628,5.507,3.167,12.34,11.47,9.35,5.232,10.53,8.69,4.883,1.834,9.84,7.914,6.256,3.753,12.78,15.99
"2023-08-27 21:00:00",11400,6.669,7.532,6.4,3.747,7.546,7.164,6.05,3.236,10.4,10.46,9.63,5.417,7.863,6.835,4.683,1.821,9.3,8.12,6.601,3.798,12.57,12.45
"2023-08-28 00:00:00",11401,5.922,5.591,5.823,3.893,7.281,7.207,6.493,3.488,7.857,8.52,9.02,5.712,5.489,5.043,4.277,1.938,8.05,7.712,6.693,4.023,12.48,8.22
"2023-08-28 03:00:00",11402,5.283,4.55,5.356,4.042,6.68,6.905,6.605,3.824,5.928,6.796,7.997,5.965,4.128,4.127,3.974,2.112,6.898,7.075,6.568,4.311,12.42,5.899
"2023-08-28 06:00:00",11403,5.003,4.684,5.106,4.013,6.025,6.383,6.307,3.976,5.393,5.935,7.016,5.986,3.977,3.882,3.713,2.119,6.198,6.442,6.187,4.382,12.4,4.176
"2023-08-28 09:00:00",11404,4.756,4.542,4.914,4.014,5.633,6.012,6.031,4.116,5.12,5.514,6.41,5.918,3.523,3.516,3.505,2.157,5.65,5.987,5.884,4.454,12.37,2.189
"2023-08-28 12:00:00",11405,4.918,5.935,5.151,4.021,5.518,5.819,5.839,4.224,6.008,5.936,6.154,5.785,4.686,4.417,3.588,2.216,5.683,5.773,5.701,4.518,12.43,2.321
"2023-08-28 15:00:00",11406,5.497,7.711,5.662,4.01,5.911,5.964,5.792,4.264,8.06,7.391,6.508,5.629,6.86,5.907,3.9,2.239,6.462,5.975,5.678,4.519,12.78,4.125
"2023-08-28 18:00:00",11407,5.581,6.328,5.541,3.943,6.403,6.27,5.894,4.187,8.63,8.19,7.174,5.471,6.88,5.731,3.959,2.165,6.962,6.294,5.732,4.397,12.77,4.658
"2023-08-28 21:00:00",11408,4.963,4.341,4.979,3.866,6.244,6.297,5.958,4.082,7.176,7.368,7.262,5.382,5.038,4.232,3.659,2.062,6.491,6.217,5.699,4.268,12.52,3.373
"2023-08-29 00:00:00",11409,4.34,2.963,4.422,3.818,5.478,5.884,5.804,4.039,5.229,5.84,6.674,5.369,2.847,2.708,3.226,1.999,5.559,5.758,5.502,4.21,12.4,0.864
"2023-08-29 03:00:00",11410,3.824,2.213,3.991,3.83,4.572,5.254,5.467,4.095,3.642,4.429,5.785,5.392,1.732,2,2.931,2.043,4.685,5.195,5.262,4.268,12.35,-0.5
"2023-08-29 06:00:00",11411,3.424,1.827,3.641,3.771,3.791,4.534,4.929,4.079,2.614,3.358,4.853,5.289,1.242,1.55,2.645,2.024,3.929,4.615,4.888,4.246,12.33,-1.455
"2023-08-29 09:00:00",11412,3.277,2.395,3.531,3.705,3.306,3.952,4.403,4.044,2.614,3.013,4.148,5.11,1.26,1.772,2.532,2.027,3.556,4.172,4.57,4.227,12.31,-0.6
