"TOA5","LakeStnCR1000_11","CR1000","31585","CR1000.Std.24","CPU:Toolik_Lake_Stn_2023.CR1","43712","Lake_data"
"TIMESTAMP","RECORD","AirTC_Avg","RH_Avg","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","PTemp_C_Avg","SWUpper_Avg","SWLower_Avg","LWUpper_Avg","LWLower_Avg","CNR4TC_Avg","CNR4TK_Avg","RsNet_Avg","RlNet_Avg","Albedo_Avg","Rn_Avg","LWUpperCo_Avg","LWLowerCo_Avg","Batt_Volt_Avg","Temp0_Avg","Temp25_Avg","Temp50_Avg","Temp75_Avg","Temp1_Avg","Temp2_Avg","Temp3_Avg","Temp4_Avg","Temp5_Avg","Temp6_Avg","Temp7_Avg","Temp8_Avg","Temp10_Avg","Temp12_Avg","Temp15_Avg","Temp18_Avg"
"TS","RN","Deg C","%","meters/second","Deg","Deg","meters/second","Deg C","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","K","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Volts","","","","","","","","","","","","","","","",""
"","","Avg","Avg","WVc","WVc","WVc","Max","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2025-07-03 20:30:00",59920,22.05,40.45,2.59,245.1,1.381,3.317,22.56,140.6,50.72,-90.9,-30.78,21.4,294.5,89.9,-60.12,0.362,29.81,335.9,396,12.78,15.4338,15.4334,15.4248,15.2796,14.887,10.397,9.2176,6.6002,5.951,5.532,5.3056,4.9264,4.0738,3.4986,3.2474,3.1086
"2025-07-03 20:35:00",59921,22.12,40.54,3.062,245,3.004,3.237,22.47,223.6,21.91,-90.6,-30.8,21.33,294.5,201.7,-59.77,0.1,141.9,335.8,395.6,12.77,15.43097,15.43087,15.4026,15.2853,14.93467,10.30063,9.1914,6.7832,5.9185,5.4912,5.302066,4.883133,4.013833,3.483933,3.225266,3.0737
"2025-07-03 20:40:00",59922,21.87,43.68,2.803,240.3,3.001,3.158,22.36,216.1,21.14,-90.4,-30.21,21.19,294.3,195,-60.23,0.098,134.8,335.1,395.4,12.75,15.44547,15.44257,15.4164,15.29247,15.09017,10.0731,9.285632,6.960633,5.940567,5.4984,5.307199,4.881999,4.069333,3.487933,3.2336,3.081367
"2025-07-03 20:45:00",59923,21.66,43.81,2.646,238.2,3.451,2.918,22.25,208.1,21.24,-90,-29.5,21.07,294.2,186.8,-60.47,0.102,126.3,334.9,395.4,12.76,15.39933,15.3444,15.2856,15.21827,15.07713,10.1813,9.271933,6.455466,5.907633,5.501266,5.258699,4.8563,4.130633,3.475133,3.208867,3.069267
"2025-07-03 20:50:00",59924,21.57,44.3,2.723,239.9,2.982,2.918,22.13,200.8,21.21,-89.6,-28.7,20.98,294.1,179.6,-60.95,0.106,118.6,334.7,395.7,12.76,15.51177,15.488,15.4423,15.33813,15.10983,9.9922,9.176066,6.293,5.888833,5.5027,5.295,4.867567,4.157833,3.469067,3.252967,3.079433
"2025-07-03 20:55:00",59925,21.36,44.67,2.574,238.1,3.219,2.998,22.01,193.1,21.29,-89.2,-27.93,20.86,294,171.8,-61.29,0.11,110.5,334.4,395.7,12.76,15.5721,15.56933,15.53913,15.36733,15.03513,9.769766,8.915266,6.2975,5.8786,5.487767,5.2815,4.8606,4.157233,3.476233,3.192133,3.084666
"2025-07-03 21:00:00",59926,21.48,43.26,2.082,235.8,3.885,2.438,21.88,185.5,21.58,-88.7,-27.61,20.75,293.9,163.9,-61.1,0.116,102.8,334.3,395.5,12.76,15.6049,15.60367,15.5728,15.3281,14.9933,9.715433,8.896833,6.3234,5.8737,5.486433,5.275533,4.820033,4.1749,3.473067,3.179367,3.104733
"2025-07-03 21:05:00",59927,21.51,49.83,1.171,248.9,10.69,2.199,21.77,178.2,21.01,-89.8,-27.42,20.6,293.8,157.2,-62.35,0.118,94.9,332.4,394.8,12.76,15.5818,15.57553,15.5321,15.33903,15.08653,9.6412,9.001599,6.298533,5.881266,5.503466,5.279833,4.863333,4.1804,3.473,3.1467,3.082566
"2025-07-03 21:10:00",59928,20.95,51.84,0.742,271.1,12.33,0.92,21.65,170.8,21.06,-89.7,-26.65,20.4,293.6,149.7,-63.06,0.123,86.6,331.3,394.4,12.76,15.58283,15.5803,15.55877,15.43043,15.1121,9.609833,9.078899,6.2893,5.8902,5.517133,5.270033,4.9298,4.199567,3.476033,3.135933,3.078133
"2025-07-03 21:15:00",59929,20.81,49.22,0.734,256.1,9.14,1,21.54,164.3,21.92,-89.1,-25.84,20.31,293.5,142.4,-63.22,0.133,79.18,331.4,394.7,12.75,15.6233,15.61303,15.5739,15.4598,15.1129,9.5991,8.892399,6.314433,5.9046,5.537033,5.2506,4.941733,4.205333,3.489266,3.192367,3.0668
"2025-07-03 21:20:00",59930,21.38,46.8,0.243,270.1,1.505,0.521,21.44,158.1,22.3,-89,-25.95,20.34,293.5,135.8,-63.04,0.141,72.73,331.7,394.7,12.75,15.63457,15.62727,15.57133,15.47523,15.1984,9.5608,8.559266,6.3115,5.917133,5.534266,5.211233,4.914433,4.219533,3.619233,3.209667,3.0601
"2025-07-03 21:25:00",59931,22.04,44,0.039,278.5,9.36,0.441,21.37,152.3,21.91,-89.1,-26.13,20.4,293.6,130.4,-62.93,0.144,67.48,332,394.9,12.75,15.61863,15.618,15.5932,15.47913,15.19543,9.536866,8.403633,6.3085,5.913533,5.5444,5.200033,4.9169,4.228667,3.673,3.264933,3.0577
"2025-07-03 21:30:00",59932,22.62,42.28,0.024,260.2,0.025,0.361,21.32,146.3,22.36,-89.3,-26.07,20.48,293.6,123.9,-63.26,0.153,60.64,332.1,395.4,12.74,15.67137,15.66043,15.6058,15.40787,15.03567,9.554399,8.1789,6.313533,5.909266,5.540533,5.192433,4.8872,4.2257,3.627,3.3507,3.0566
"2025-07-03 21:35:00",59933,22.79,41.26,0,0,0,0,21.31,140.6,20.94,-89.5,-26.13,20.54,293.7,119.7,-63.38,0.149,56.3,332.4,395.7,12.73,15.7041,15.6988,15.59623,15.3382,14.8094,9.548265,8.178567,6.447199,5.9116,5.528933,5.1837,4.864133,4.222066,3.6193,3.368433,3.056333
"2025-07-03 21:40:00",59934,22.65,41.68,0.109,168.5,7.661,0.681,21.29,134.6,21.06,-89.4,-26.55,20.62,293.8,113.6,-62.87,0.156,50.72,332.8,395.7,12.73,15.72143,15.7159,15.571,15.31187,14.81117,9.555467,8.310666,6.5214,5.9191,5.5286,5.195033,4.853666,4.212933,3.650433,3.371166,3.0559
"2025-07-03 21:45:00",59935,22.68,42.14,0.497,111.1,59.48,0.761,21.29,128.6,19.48,-88.8,-25.91,20.52,293.7,109.2,-62.89,0.151,46.27,332.9,395.8,12.73,15.72457,15.72137,15.5638,15.2301,14.70207,9.545966,8.3584,6.525267,5.916533,5.540433,5.1919,4.845033,4.2074,3.6388,3.361133,3.060033
"2025-07-03 21:50:00",59936,22.74,44.08,0.515,16.51,21.19,0.681,21.28,123.4,17.94,-88.2,-25.87,20.49,293.6,105.4,-62.34,0.145,43.11,333.4,395.7,12.73,15.7254,15.72457,15.54283,15.2285,14.69687,9.544499,8.2547,6.500633,5.934333,5.554966,5.171333,4.817466,4.1911,3.5917,3.2784,3.064367
"2025-07-03 21:55:00",59937,22.65,43.22,0.231,350.7,12.39,0.601,21.26,118,15.31,-87.7,-25.59,20.44,293.6,102.7,-62.1,0.13,40.55,333.6,395.7,12.73,15.7099,15.70773,15.52123,15.2525,14.78527,9.528066,7.884367,6.465733,5.926166,5.539633,5.103766,4.7691,4.185166,3.5582,3.269467,3.068966
"2025-07-03 22:00:00",59938,22.86,46.36,0.411,189.5,2.92,0.92,21.22,111.6,12.7,-88.4,-25.47,20.37,293.5,99,-62.95,0.114,36,332.5,395.4,12.73,15.72943,15.72763,15.50467,15.18923,14.55443,9.5376,8.140567,6.4596,5.892933,5.5153,5.152233,4.749833,4.186933,3.5468,3.309133,3.072267
"2025-07-03 22:05:00",59939,21.61,49.68,0.665,149.6,52.79,0.92,21.19,104.7,10.14,-86.6,-23.71,19.95,293.1,94.6,-62.93,0.097,31.64,331.8,394.7,12.73,15.72167,15.7245,15.5997,15.14303,13.877,9.710532,8.254566,6.446967,5.8772,5.5106,5.197767,4.7726,4.1881,3.544533,3.311367,3.076633
"2025-07-03 22:10:00",59940,21.23,50.57,0.862,156.4,9.29,1,21.1,100.6,9.94,-85.2,-21.53,19.53,292.7,90.7,-63.68,0.099,27.02,330.9,394.6,12.72,15.71343,15.71623,15.61517,15.04983,13.58133,9.613233,8.1895,6.445233,5.897866,5.517433,5.2593,4.874133,4.1918,3.553633,3.2344,3.078233
"2025-07-03 22:15:00",59941,20.83,55.18,1.069,156.2,9.66,1.32,20.99,97.4,10.85,-83.8,-19.68,19.14,292.3,86.6,-64.11,0.111,22.47,330.1,394.2,12.72,15.70163,15.70597,15.59043,15.06523,13.71247,9.666333,8.326233,6.429166,6.011433,5.533233,5.256533,4.930566,4.196833,3.567633,3.230533,3.078166
"2025-07-03 22:20:00",59942,20.12,61.13,1.346,122.9,7.052,1.56,20.84,94.1,11.96,-82.7,-18.04,18.86,292,82.2,-64.68,0.127,17.49,329.5,394.2,12.72,15.69307,15.6991,15.6329,15.10997,13.78883,9.626499,8.258567,6.3871,6.073366,5.568866,5.2788,4.949133,4.1972,3.573033,3.2585,3.082433
"2025-07-03 22:25:00",59943,19.88,65.1,0.998,109.7,11.57,1.16,20.7,89.7,12.41,-82.3,-16.81,18.58,291.7,77.28,-65.51,0.138,11.77,328.4,393.9,12.72,15.69207,15.69823,15.50943,15.0104,13.5331,9.615633,8.284666,6.396699,6.145333,5.652267,5.2939,4.987866,4.189433,3.5721,3.2569,3.088
"2025-07-03 22:30:00",59944,19.33,67.42,0.803,121.1,15.53,1.08,20.54,85,13.19,-82.1,-15.91,18.33,291.5,71.8,-66.14,0.155,5.654,327.2,393.4,12.72,15.6896,15.6958,15.4793,14.88407,13.37133,9.545834,8.243,6.418399,6.082366,5.642033,5.2908,5.003466,4.165033,3.571167,3.247666,3.0886
"2025-07-03 22:35:00",59945,19.23,62.64,0.888,137.1,21.88,1.4,20.39,81.4,13.96,-80.8,-13.66,18.1,291.2,67.46,-67.13,0.172,0.333,327.2,394.3,12.71,15.67373,15.68417,15.48173,14.88043,13.17817,9.504733,8.179067,6.294,6.010666,5.607333,5.310733,5.026433,4.150267,3.563267,3.2434,3.085967
"2025-07-03 22:40:00",59946,18.94,63.79,1.227,156.9,8.57,1.48,20.21,77.78,14.71,-80.7,-11.03,17.92,291.1,63.08,-69.71,0.189,-6.629,326.2,395.9,12.71,16.15377,15.70057,15.3071,14.47813,12.86447,9.416399,8.039,6.280333,5.928333,5.575433,5.369033,5.0759,4.1479,3.5677,3.278266,3.0797
"2025-07-03 22:45:00",59947,18.5,65.28,1.195,154.4,8.75,1.32,20.05,74.23,14.8,-80.8,-10.22,17.79,290.9,59.43,-70.62,0.199,-11.19,325.4,396,12.71,16.45357,15.69273,15.2605,14.4176,12.74143,9.183,8.098333,6.291933,5.901567,5.591667,5.4539,5.1228,4.162167,3.584067,3.2833,3.0758
"2025-07-03 22:50:00",59948,18.27,66.37,1.197,119.3,14.38,1.48,19.89,70.34,13.98,-79.81,-9.34,17.59,290.7,56.36,-70.46,0.199,-14.1,325.3,395.8,12.71,16.42613,15.65027,14.97757,14.16907,12.69247,9.2935,8.273499,6.2534,5.896033,5.595866,5.472,5.1353,4.169,3.585433,3.157967,3.077033
"2025-07-03 22:55:00",59949,18.29,69.24,1.045,21.44,26.91,1.4,19.73,67.15,13.29,-79.94,-8.41,17.4,290.6,53.86,-71.53,0.198,-17.67,324.2,395.7,12.7,16.4131,15.6484,14.91307,14.2365,12.61143,9.246367,8.3504,6.301333,5.890367,5.581333,5.465466,5.1196,4.1505,3.5783,3.1572,3.0703
"2025-07-03 23:00:00",59950,18.24,74.27,0.574,32.73,27.53,0.92,19.56,63.38,12.62,-80,-8.13,17.23,290.4,50.76,-71.9,0.199,-21.14,323.1,395,12.7,16.27527,15.62927,14.906,14.26843,12.43247,9.062766,8.265233,6.3667,5.886033,5.586233,5.491333,5.1301,4.128566,3.567033,3.174133,3.056767
"2025-07-03 23:05:00",59951,18.1,67.93,1.022,46.48,13.41,1.24,19.39,60.48,12.11,-78.47,-7.7,17.08,290.2,48.37,-70.77,0.2,-22.4,323.9,394.6,12.7,16.23627,15.64097,14.8912,14.24557,12.46067,9.072332,8.108133,6.402433,5.886033,5.610633,5.515,5.150633,4.114167,3.536933,3.113266,3.042066
"2025-07-03 23:10:00",59952,18.02,67.61,0.918,2.791,12.01,1.56,19.23,57.6,11.7,-78.47,-7.441,16.94,290.1,45.9,-71.03,0.203,-25.13,323.1,394.1,12.7,16.057,15.64397,14.84827,14.09387,12.43843,9.156266,7.968333,6.410833,5.891333,5.611733,5.4938,5.1586,4.1028,3.507967,3.112333,3.058266
"2025-07-03 23:15:00",59953,18.02,70.17,0.587,5.525,60.64,0.84,19.06,53.89,10.9,-78.88,-7.432,16.81,290,42.99,-71.44,0.202,-28.45,321.9,393.4,12.7,15.87347,15.62813,14.8578,13.85373,12.20067,9.237566,7.890399,6.479466,5.941733,5.622266,5.4955,5.174366,4.0896,3.4916,3.095933,3.0695
"2025-07-03 23:20:00",59954,17.85,72.37,0.582,7.6,16.26,0.761,18.9,50.52,9.72,-78.3,-6.573,16.62,289.8,40.8,-71.73,0.192,-30.93,321.4,393.2,12.69,15.82463,15.56413,14.76387,13.30523,12.023,9.139733,7.7583,6.521166,5.921999,5.628433,5.4851,5.166466,4.076266,3.483567,3.087833,3.0694
"2025-07-03 23:25:00",59955,17.74,71.06,0.332,358.2,14.9,0.92,18.72,47.69,9.05,-78.08,-6.12,16.41,289.6,38.64,-71.96,0.19,-33.32,320.5,392.5,12.69,15.77567,15.54657,14.75497,13.141,11.97487,9.009799,7.624766,6.626299,5.901267,5.620133,5.4677,5.177299,4.079433,3.480667,3.0764,3.062133
"2025-07-03 23:30:00",59956,17.43,70.18,0.546,325.9,16.37,1.16,18.54,45.43,8.51,-77.56,-5.593,16.18,289.3,36.92,-71.97,0.187,-35.05,319.7,391.7,12.69,15.73257,15.4615,14.7752,13.12613,11.91417,8.5807,7.531733,6.666166,5.919867,5.616766,5.461533,5.179966,4.082333,3.484833,3.072867,3.045766
"2025-07-03 23:35:00",59957,16.74,70.72,1.141,14.66,31.52,1.48,18.34,43.83,8.03,-76.9,-4.826,15.92,289.1,35.81,-72.08,0.183,-36.27,319,391.1,12.68,15.6499,15.4534,14.7918,13.11103,11.7818,8.267933,7.4404,6.4912,5.949767,5.618166,5.462934,5.182967,4.0921,3.4831,3.071033,3.0472
"2025-07-03 23:40:00",59958,16.49,72.92,0.346,19.49,18.09,0.601,18.14,41.5,7.795,-76.35,-3.31,15.7,288.9,33.7,-73.04,0.188,-39.34,318.4,391.4,12.68,15.62363,15.46583,14.75723,13.02153,11.69027,8.1319,7.419333,6.4615,5.943967,5.617633,5.456033,5.190533,4.108933,3.480833,3.069833,3.048367
"2025-07-03 23:45:00",59959,16.66,70.59,0.086,272.8,20.39,0.601,17.94,39.44,4.177,-75.01,-2.052,15.44,288.6,35.26,-72.96,0.106,-37.7,318.3,391.3,12.68,15.60537,15.48627,14.76797,12.94983,11.6993,8.142266,7.409366,6.458566,5.9487,5.616733,5.437966,5.192633,4.116433,3.508766,3.078266,3.0504
"2025-07-03 23:50:00",59960,16.79,70.7,0.539,260,23.04,0.761,17.74,37.07,4.777,-74.14,-1.174,15.23,288.4,32.29,-72.96,0.13,-40.67,318,391,12.68,15.6838,15.5306,14.72077,12.81967,11.75057,8.0321,7.4187,6.537567,5.959466,5.623133,5.4228,5.170033,4.123833,3.532067,3.0791,3.059333
"2025-07-03 23:55:00",59961,16.63,70.66,0.952,337.1,9.97,1.4,17.55,35.96,6.07,-73.94,-0.351,15.09,288.2,29.89,-73.59,0.169,-43.7,317.5,391,12.68,15.69563,15.52093,14.67273,12.67077,11.74063,8.1113,7.4386,6.442133,5.993933,5.624333,5.425467,5.146933,4.138533,3.572933,3.073367,3.074
"2025-07-04 00:00:00",59962,16.07,71.97,1.096,347.6,10.88,1.32,17.36,33.65,6.85,-73.5,-0.472,14.98,288.1,26.8,-73.02,0.204,-46.23,317.3,390.3,12.67,15.61907,15.49307,14.56567,12.6778,11.6708,8.2569,7.473633,6.393167,6.0111,5.638367,5.420433,5.156199,4.183,3.563533,3.082467,3.0822
"2025-07-04 00:05:00",59963,15.73,70.69,1.229,352.3,17.58,1.719,17.19,32.45,6.537,-72.6,-0.111,14.84,288,25.92,-72.49,0.201,-46.57,317.4,389.9,12.67,15.63587,15.38803,14.1444,12.4673,11.5163,8.142266,7.452367,6.409467,6.019,5.6493,5.419667,5.176633,4.3442,3.569733,3.080667,3.0807
"2025-07-04 00:10:00",59964,15.18,72.61,1.338,6.761,6.986,1.639,17.02,25.16,5.637,-71.9,1.063,14.62,287.8,19.53,-72.96,0.241,-53.44,317,389.9,12.67,15.63293,15.07903,13.4304,12.3233,11.37477,8.3038,7.468333,6.471833,6.030633,5.673767,5.4405,5.212266,4.477733,3.5787,3.078233,3.082633
"2025-07-04 00:15:00",59965,15.11,71.84,2.084,21.41,11.14,2.918,16.83,19.67,5.264,-70.73,1.757,14.46,287.6,14.41,-72.49,0.29,-58.08,317.2,389.7,12.67,15.60533,15.1734,13.7452,12.28747,11.2241,8.417666,7.440766,6.4828,6.027867,5.653466,5.426833,5.182633,4.359033,3.577833,3.0805,3.085866
"2025-07-04 00:20:00",59966,15.48,66.55,2.822,9.66,5.845,3.397,16.67,27.73,4.625,-71.52,1.646,14.62,287.8,23.1,-73.16,0.167,-50.06,317.3,390.5,12.66,15.53243,15.29743,14.03583,12.31167,11.10397,8.4934,7.456266,6.5302,6.021399,5.624866,5.373033,5.145533,4.338833,3.5785,3.079033,3.081767
"2025-07-04 00:25:00",59967,15.41,67.44,2.747,38.23,11.83,3.317,16.54,26.1,3.765,-71.6,0.518,14.74,287.9,22.34,-72.12,0.144,-49.78,317.9,390,12.66,15.4735,15.45707,14.18153,12.29937,11.12913,8.5622,7.498267,6.545033,6.027666,5.594266,5.357966,5.141833,4.389033,3.572233,3.076333,3.0768
"2025-07-04 00:30:00",59968,15.65,65.53,2.577,41.49,7.197,3.237,16.42,24.97,3.679,-72.45,-0.065,14.84,288,21.29,-72.38,0.147,-51.09,317.6,389.9,12.66,15.4358,15.44167,14.3569,12.33817,11.13123,8.348533,7.547999,6.506967,6.0287,5.603333,5.380966,5.142533,4.397467,3.564733,3.0659,3.078467
"2025-07-04 00:35:00",59969,15.43,67.5,2.494,45.53,7.06,3.317,16.31,20.85,2.639,-72.6,-0.046,14.8,287.9,18.21,-72.55,0.128,-54.34,317.2,389.7,12.65,15.39433,15.4157,14.1929,12.2355,11.1452,8.463733,7.642966,6.604633,6.022133,5.6509,5.404033,5.163567,4.516566,3.5521,3.074267,3.0739
"2025-07-04 00:40:00",59970,15.28,66.88,4.103,41.5,4.768,4.835,16.21,13.36,2.659,-71.8,0.814,14.72,287.9,10.7,-72.62,0.202,-61.91,317.6,390.2,12.65,15.395,15.40473,14.34877,12.25453,11.18397,8.824567,7.702133,6.6851,5.9794,5.693399,5.380899,5.155466,4.2707,3.543433,3.076033,3.077133
"2025-07-04 00:45:00",59971,15.48,67.4,3.419,45.53,3.57,4.516,16.12,11.35,3.206,-72.64,0.333,14.83,288,8.15,-72.97,0.282,-64.82,317.3,390.3,12.65,15.41197,15.4039,14.80583,12.21063,11.4248,9.013932,7.747366,6.735066,5.984666,5.719633,5.3909,5.147633,4.161433,3.536667,3.078967,3.081767
"2025-07-04 00:50:00",59972,15.22,68.37,2.827,46.13,5.84,3.557,16.06,15.12,2.746,-72.68,0.407,14.75,287.9,12.38,-73.08,0.191,-60.71,316.9,390,12.65,15.42023,15.42967,15.10913,12.24397,11.64643,8.861433,7.789533,6.629733,5.974466,5.823466,5.390966,5.204133,4.185033,3.536167,3.0766,3.086633
"2025-07-04 00:55:00",59973,15.08,71.04,1.051,115.6,67.68,1.879,15.98,21.41,3.425,-73.79,-0.092,14.59,287.7,17.98,-73.7,0.16,-55.72,314.9,388.6,12.65,15.4519,15.4475,14.57853,12.38483,11.6941,8.791766,7.7186,6.496533,5.9524,5.777466,5.386233,5.169766,4.2177,3.533666,3.0791,3.0838
"2025-07-04 01:00:00",59974,15.08,68.99,1.682,221.8,44.69,2.598,15.89,21.78,4.525,-73.39,1.387,14.42,287.6,17.26,-74.78,0.207,-57.52,314.4,389.2,12.65,15.45843,15.48437,14.30017,12.3849,11.7447,8.653799,7.669566,6.4974,5.973567,5.764233,5.394166,5.151133,4.215233,3.533867,3.081666,3.082367
"2025-07-04 01:05:00",59975,15.55,66.8,0.806,52.22,74.12,1.24,15.81,22.86,7.557,-72.97,1.045,14.45,287.6,15.3,-74.02,0.331,-58.72,314.9,388.9,12.64,15.48717,15.5126,13.43907,12.178,11.67223,8.681499,7.737967,6.6858,6.034966,5.7434,5.402367,5.142466,4.210833,3.530066,3.073267,3.0828
"2025-07-04 01:10:00",59976,15.46,67.33,1.061,101.9,69.37,2.758,15.75,22.9,9.58,-71.72,0.749,14.39,287.5,13.32,-72.47,0.418,-59.15,315.9,388.3,12.64,15.49043,15.50717,13.05727,12.1569,11.5039,8.478333,7.729533,6.9039,6.0658,5.745066,5.383033,5.1285,4.0917,3.512633,3.0778,3.0827
"2025-07-04 01:15:00",59977,15.32,65.59,3.52,52.57,4.713,4.116,15.7,22.35,7.957,-70.59,2.09,14.43,287.6,14.4,-72.68,0.355,-58.29,317.2,389.9,12.64,15.42257,15.4758,13.0856,12.07603,11.34073,8.444034,7.8287,6.872467,6.091733,5.734733,5.3584,5.092966,4.035233,3.501233,3.0708,3.0666
"2025-07-04 01:20:00",59978,15.17,65.54,3.879,54.35,5.527,4.116,15.66,21.28,7.204,-71.37,1.507,14.56,287.7,14.07,-72.88,0.34,-58.81,317.1,390,12.64,15.40673,15.41523,13.21837,12.11247,11.40967,8.486266,7.928599,6.781733,6.096167,5.727933,5.351099,5.088966,4.1146,3.498,3.061466,3.073766
"2025-07-04 01:25:00",59979,15.31,65.16,4.028,47.18,5.012,4.516,15.63,11.52,3.952,-71.86,0.795,14.7,287.8,7.567,-72.65,0.341,-65.09,317.4,390,12.64,15.34347,15.34547,13.8684,12.23017,11.45497,8.397634,7.8877,6.8338,6.0878,5.727933,5.339266,5.0843,4.2155,3.5128,3.054633,3.064633
"2025-07-04 01:30:00",59980,15.56,64.22,4.034,41.51,5.406,4.676,15.61,11.58,4.112,-72.25,-0.24,14.83,288,7.467,-72.01,0.355,-64.54,317.8,389.8,12.63,15.25287,15.2502,13.88973,12.26173,11.30157,8.449266,7.9779,6.603867,6.025433,5.625299,5.3178,5.038233,4.135167,3.502733,3.0565,3.079233
"2025-07-04 01:35:00",59981,15.4,65.95,3.043,48.19,5.553,3.957,15.63,10.81,3.479,-72.8,-0.851,14.85,288,7.33,-71.95,0.322,-64.62,317.3,389.2,12.63,15.15177,15.1132,14.04597,12.12543,11.1523,8.499033,7.987166,6.666733,6.023433,5.577,5.314333,4.971967,4.036666,3.470867,3.058967,3.067233
"2025-07-04 01:40:00",59982,15.12,68.47,0.915,84.5,37.2,1.719,15.63,10.52,5.665,-73.39,-1.239,14.6,287.7,4.858,-72.15,0.529,-67.29,315.3,387.5,12.63,15.10167,15.05,13.8174,11.92547,11.12327,8.542832,7.9862,6.847833,6.0309,5.5685,5.322967,4.940599,3.861933,3.464333,3.064266,3.078933
"2025-07-04 01:45:00",59983,15.05,67.7,1.722,48.4,18.93,3.078,15.61,16.97,7.357,-70.86,-0.037,14.33,287.5,9.61,-70.82,0.431,-61.22,316.4,387.2,12.63,15.06867,15.0489,14.18963,11.9243,11.17847,8.573032,8.011833,6.821566,6.0352,5.525167,5.3145,4.956533,3.726467,3.433867,3.0621,3.072733
"2025-07-04 01:50:00",59984,15.12,66.54,2.75,46.71,5.289,3.237,15.6,11.43,4.085,-70.35,0.915,14.31,287.5,7.347,-71.27,0.357,-63.92,316.8,388.1,12.63,15.0629,15.0643,14.4831,12.11887,11.15383,8.4839,8.022433,6.742599,6.030066,5.5034,5.3085,4.9479,3.7888,3.412733,3.064266,3.0499
"2025-07-04 01:55:00",59985,14.9,69.18,1.562,31.77,15.29,2.279,15.57,11.13,3.399,-71.7,0.74,14.22,287.4,7.73,-72.44,0.305,-64.71,315,387.4,12.63,15.01863,15.00377,14.5536,12.469,11.23333,8.587733,8.051933,6.710066,6.025866,5.5125,5.307733,4.953866,3.7067,3.3657,3.0712,3.0574
"2025-07-04 02:00:00",59986,14.43,74.42,0.689,323,38.08,1.08,15.52,9.88,2.066,-72.56,1.295,13.88,287,7.816,-73.85,0.209,-66.04,312.3,386.2,12.63,14.96877,14.96133,14.4786,12.39863,11.2585,8.647367,7.971366,6.736066,6.021667,5.495833,5.289833,4.954166,3.625167,3.3619,3.073833,3.0655
"2025-07-04 02:05:00",59987,14.29,72.5,0.671,288.2,52.8,1.24,15.47,10.62,3.512,-70.92,2.673,13.51,286.7,7.106,-73.59,0.328,-66.48,311.9,385.5,12.62,14.92293,14.9255,14.39667,12.2268,11.23053,8.7069,8.047533,6.717166,6.007933,5.485433,5.270733,4.949033,3.667833,3.353933,3.052933,3.083266
"2025-07-04 02:10:00",59988,14.19,71.14,2.414,40.67,8.92,3.637,15.42,12.44,4.345,-68.56,3.773,13.28,286.4,8.09,-72.34,0.35,-64.24,313.1,385.4,12.62,14.8513,14.89697,14.45313,12.36687,11.23157,8.744233,7.9137,6.735967,5.9576,5.474533,5.2637,4.952833,3.934333,3.392367,3.054667,3.067966
"2025-07-04 02:15:00",59989,14.12,71.62,2.076,178.4,64.02,3.237,15.38,14.06,4.512,-70.19,4.06,13.31,286.5,9.54,-74.25,0.321,-64.7,311.6,385.9,12.62,14.8506,14.86677,14.4243,11.99973,11.10033,8.757999,7.894166,6.851099,6.0074,5.528833,5.279133,4.965033,4.189933,3.427833,3.063833,3.042167
"2025-07-04 02:20:00",59990,14.75,66.78,0.843,283.5,42,1.4,15.33,15.38,6.311,-69.97,3.847,13.42,286.6,9.07,-73.82,0.41,-64.75,312.4,386.2,12.62,14.83857,14.8294,14.43183,11.9752,11.0709,8.774299,8.0358,6.920333,6.0528,5.5725,5.281967,4.9688,4.319167,3.455667,3.129833,3.056667
"2025-07-04 02:25:00",59991,15.13,65.29,1.927,352.6,28.55,2.998,15.31,17.21,9.12,-70.34,2.996,13.55,286.7,8.09,-73.33,0.541,-65.25,312.7,386.1,12.61,14.798,14.8029,14.47797,12.0653,11.2495,8.794333,8.0992,6.970167,6.070366,5.6231,5.276033,4.9909,4.4956,3.4995,3.1908,3.055167
"2025-07-04 02:30:00",59992,14.65,67.93,2.276,346.8,17.33,2.998,15.32,32.05,11.74,-71.53,2.099,13.7,286.9,20.31,-73.63,0.366,-53.32,312.4,386,12.62,14.7414,14.7676,14.41967,11.97283,11.13807,8.769433,8.208333,7.0194,6.082633,5.717367,5.2749,5.100633,4.5149,3.554267,3.192267,3.0709
"2025-07-04 02:35:00",59993,14.12,70.81,1.658,327.9,16.25,2.119,15.32,33.88,11.32,-71.28,2.404,13.56,286.7,22.56,-73.68,0.334,-51.12,311.9,385.5,12.61,14.7399,14.73387,14.22983,12.04037,11.00993,8.802632,8.3623,7.035066,6.0847,5.667399,5.263233,5.128033,4.519266,3.5728,3.194633,3.0674
