"TOA5","MAT06_Blk2_CR1000_13","CR1000","41287","CR1000.Std.32.05","CPU:MAT06_Block2.CR1","45911","Table1"
"TIMESTAMP","RECORD","BattV_Min","GHAirTC_Avg","GHRH"
"TS","RN","Volts","Deg C","%"
"","","Min","Avg","Smp"
"2023-06-21 11:30:00",0,12.48,21.64,34.98
"2023-06-21 12:00:00",1,12.52,20.92,35.05
"2023-06-21 14:00:00",2,12.69,13.41,65.48
"2023-06-21 14:30:00",3,12.75,12.93,69.72
"2023-06-21 15:00:00",4,12.86,12.76,65.89
"2023-06-21 15:30:00",5,12.87,13.2,67.72
"2023-06-21 16:00:00",6,12.85,13.62,63.79
"2023-06-21 16:30:00",7,12.71,10.84,75.31
"2023-06-21 17:00:00",8,12.68,8.05,83.2
"2023-06-21 17:30:00",9,12.69,8.11,78.37
"2023-06-21 18:00:00",10,12.7,8.71,76.74
"2023-06-21 18:30:00",11,12.68,8.05,78.88
"2023-06-21 19:00:00",12,12.68,7.763,81.9
"2023-06-21 19:30:00",13,12.68,7.624,81.6
"2023-06-21 20:00:00",14,12.65,6.653,85.2
"2023-06-21 20:30:00",15,12.63,5.662,91.7
"2023-06-21 21:00:00",16,12.63,5.152,92.4
"2023-06-21 21:30:00",17,12.62,4.99,93.2
"2023-06-21 22:00:00",18,12.62,4.78,93.8
"2023-06-21 22:30:00",19,12.62,4.79,93
"2023-06-21 23:00:00",20,12.62,4.72,92.9
"2023-06-21 23:30:00",21,12.62,4.677,92.6
"2023-06-22 00:00:00",22,12.61,4.404,94.3
"2023-06-22 00:30:00",23,12.62,4.229,94.6
"2023-06-22 01:00:00",24,12.61,4.228,95.3
"2023-06-22 01:30:00",25,12.61,4.194,94.6
"2023-06-22 02:00:00",26,12.61,4.119,94.3
"2023-06-22 02:30:00",27,12.61,3.958,96.3
"2023-06-22 03:00:00",28,12.61,3.594,97.1
"2023-06-22 03:30:00",29,12.6,3.258,97.6
"2023-06-22 04:00:00",30,12.61,3.235,97.3
"2023-06-22 04:30:00",31,12.61,3.178,97.5
"2023-06-22 05:00:00",32,12.6,3.063,97.1
"2023-06-22 05:30:00",33,12.61,3.015,96.9
"2023-06-22 06:00:00",34,12.6,2.967,96.7
"2023-06-22 06:30:00",35,12.61,2.905,97
"2023-06-22 07:00:00",36,12.61,3.024,94.6
"2023-06-22 07:30:00",37,12.6,3.173,94.1
"2023-06-22 08:00:00",38,12.64,3.46,91.8
"2023-06-22 08:30:00",39,12.67,4.116,90.4
"2023-06-22 09:00:00",40,12.72,4.798,88.9
"2023-06-22 09:30:00",41,12.74,5.13,87.3
"2023-06-22 10:00:00",42,12.82,6.439,82.8
"2023-06-22 10:30:00",43,12.86,6.686,83.7
"2023-06-22 11:00:00",44,12.91,8,78.97
"2023-06-22 11:30:00",45,12.99,9.01,78.16
"2023-06-22 12:00:00",46,13,8.52,74.16
"2023-06-22 12:30:00",47,13.05,10.08,74.87
"2023-06-22 13:00:00",48,13.17,10.96,73.67
"2023-06-22 13:30:00",49,13.04,13.66,61.22
"2023-06-22 14:00:00",50,13.04,16.38,57.62
"2023-06-22 14:30:00",51,13.04,18.68,55.11
"2023-06-22 15:00:00",52,13.04,14.76,56.06
"2023-06-22 15:30:00",53,13.03,14.34,58.43
"2023-06-22 16:00:00",54,13.03,14.69,55.34
"2023-06-22 16:30:00",55,13.05,15.11,56.77
"2023-06-22 17:00:00",56,13.03,16.92,50.03
"2023-06-22 17:30:00",57,13.03,14.73,53.51
"2023-06-22 18:00:00",58,13.04,16.97,46.91
"2023-06-22 18:30:00",59,13.03,17.09,47.45
"2023-06-22 19:00:00",60,13.08,17.43,49.07
"2023-06-22 19:30:00",61,13,17.57,48.05
"2023-06-22 20:00:00",62,12.95,16.78,48.9
"2023-06-22 20:30:00",63,12.9,14.51,59.85
"2023-06-22 21:00:00",64,12.84,10.63,70.15
"2023-06-22 21:30:00",65,12.8,8.77,74.49
"2023-06-22 22:00:00",66,12.76,6.725,80.7
"2023-06-22 22:30:00",67,12.74,5.822,79.03
"2023-06-22 23:00:00",68,12.74,7.411,69.51
"2023-06-22 23:30:00",69,12.72,7.787,71.03
"2023-06-23 00:00:00",70,12.7,6.392,81.6
"2023-06-23 00:30:00",71,12.67,4.083,82.7
"2023-06-23 01:00:00",72,12.67,2.7,85.3
"2023-06-23 01:30:00",73,12.67,2.642,86.4
"2023-06-23 02:00:00",74,12.66,3.016,85.7
"2023-06-23 02:30:00",75,12.67,3.158,81.5
"2023-06-23 03:00:00",76,12.67,4.006,76.28
"2023-06-23 03:30:00",77,12.69,5.861,70.55
"2023-06-23 04:00:00",78,12.71,7.738,66.74
"2023-06-23 04:30:00",79,12.74,8.86,64.12
"2023-06-23 05:00:00",80,12.76,9.94,64.69
"2023-06-23 05:30:00",81,12.78,11.58,65.01
"2023-06-23 06:00:00",82,12.8,11.98,61.51
"2023-06-23 06:30:00",83,12.82,14.23,56.01
"2023-06-23 07:00:00",84,12.83,16.43,53.46
"2023-06-23 07:30:00",85,12.84,18.92,44.25
"2023-06-23 08:00:00",86,12.85,20.88,44.28
"2023-06-23 08:30:00",87,12.86,23.02,39.5
"2023-06-23 09:00:00",88,12.87,23.13,38.42
"2023-06-23 09:30:00",89,12.9,18.6,42.44
"2023-06-23 10:00:00",90,12.95,19.46,40.14
"2023-06-23 10:30:00",91,13.04,19.89,37.53
"2023-06-23 11:00:00",92,13.11,20.84,36.62
"2023-06-23 11:30:00",93,13.06,21.45,35.6
"2023-06-23 12:00:00",94,13.03,21.85,34.61
"2023-06-23 12:30:00",95,13.02,22.35,39.24
"2023-06-23 13:00:00",96,13.02,20.83,33.71
"2023-06-23 13:30:00",97,13.03,21.83,33.54
"2023-06-23 14:00:00",98,13.02,24.03,36.13
"2023-06-23 14:30:00",99,13.02,20.99,40.91
"2023-06-23 15:00:00",100,13.03,20.95,36.85
"2023-06-23 15:30:00",101,13.03,21.18,34.75
"2023-06-23 16:00:00",102,13.03,21.03,36.99
"2023-06-23 16:30:00",103,13.02,23.15,30.95
"2023-06-23 17:00:00",104,13.03,24.08,31.36
"2023-06-23 17:30:00",105,12.94,22.21,36.13
"2023-06-23 18:00:00",106,12.93,20.85,40.16
"2023-06-23 18:30:00",107,12.93,20.14,39.46
"2023-06-23 19:00:00",108,12.98,20.14,44.74
"2023-06-23 19:30:00",109,12.98,19.2,44.91
"2023-06-23 20:00:00",110,12.84,18.9,51.2
"2023-06-23 20:30:00",111,12.84,18.5,46.7
"2023-06-23 21:00:00",112,12.84,19.79,42.88
"2023-06-23 21:30:00",113,12.77,19.56,51.98
"2023-06-23 22:00:00",114,12.74,17.74,62.21
"2023-06-23 22:30:00",115,12.72,13.92,73.02
"2023-06-23 23:00:00",116,12.71,12.35,75.65
"2023-06-23 23:30:00",117,12.68,11.47,75.96
"2023-06-24 00:00:00",118,12.68,11.08,75.59
"2023-06-24 00:30:00",119,12.68,11.02,76.14
"2023-06-24 01:00:00",120,12.68,10.53,77.73
"2023-06-24 01:30:00",121,12.68,10.06,79.76
"2023-06-24 02:00:00",122,12.67,10.37,78.75
"2023-06-24 02:30:00",123,12.66,10.72,75.22
"2023-06-24 03:00:00",124,12.66,11.12,76.03
"2023-06-24 03:30:00",125,12.66,10.47,77.02
"2023-06-24 04:00:00",126,12.66,10.41,75.06
"2023-06-24 04:30:00",127,12.68,10.74,70.79
"2023-06-24 05:00:00",128,12.68,11.03,71.7
"2023-06-24 05:30:00",129,12.71,11.93,68.31
"2023-06-24 06:00:00",130,12.73,12.78,66.2
"2023-06-24 06:30:00",131,12.76,13.66,64.48
"2023-06-24 07:00:00",132,12.79,14.51,62.43
"2023-06-24 07:30:00",133,12.81,15.06,60.19
"2023-06-24 08:00:00",134,12.83,18.64,48.07
"2023-06-24 08:30:00",135,12.88,22,42.44
"2023-06-24 09:00:00",136,12.91,22.93,37.62
"2023-06-24 09:30:00",137,12.94,23.81,33.36
"2023-06-24 10:00:00",138,13.06,25,33.29
"2023-06-24 10:30:00",139,13.22,26.14,30.11
"2023-06-24 11:00:00",140,13.06,27.28,28.55
"2023-06-24 11:30:00",141,13.02,27.42,33.56
"2023-06-24 12:00:00",142,13.01,31.05,23.54
"2023-06-24 12:30:00",143,13.01,29.59,27.46
"2023-06-24 13:00:00",144,13.01,26,29.32
"2023-06-24 13:30:00",145,13.01,27.85,24.69
"2023-06-24 14:00:00",146,13.01,30.15,27.63
"2023-06-24 14:30:00",147,13.01,27.62,27.19
"2023-06-24 15:00:00",148,13.01,26.47,31.05
"2023-06-24 15:30:00",149,13.01,30.08,25.77
"2023-06-24 16:00:00",150,13.01,30.79,23.17
"2023-06-24 16:30:00",151,13.01,31.3,24.92
"2023-06-24 17:00:00",152,13.01,31,24.18
"2023-06-24 17:30:00",153,13.01,31.92,27.39
"2023-06-24 18:00:00",154,13.04,25.4,33.66
"2023-06-24 18:30:00",155,13.04,22.96,33.46
"2023-06-24 19:00:00",156,12.93,22.83,35.96
"2023-06-24 19:30:00",157,12.9,21.93,40.83
"2023-06-24 20:00:00",158,12.85,22.34,42.93
"2023-06-24 20:30:00",159,12.82,21.79,42.67
"2023-06-24 21:00:00",160,12.82,21.74,40.07
"2023-06-24 21:30:00",161,12.83,24.23,35.05
"2023-06-24 22:00:00",162,12.79,21.81,48.49
"2023-06-24 22:30:00",163,12.76,18.02,56.32
"2023-06-24 23:00:00",164,12.75,16.5,61.64
"2023-06-24 23:30:00",165,12.73,15.02,65.34
"2023-06-25 00:00:00",166,12.72,13.64,76.91
"2023-06-25 00:30:00",167,12.71,12.66,79.17
"2023-06-25 01:00:00",168,12.71,11.99,81.9
"2023-06-25 01:30:00",169,12.71,11.04,85.4
"2023-06-25 02:00:00",170,12.7,10.62,84.7
"2023-06-25 02:30:00",171,12.7,10.01,86.8
"2023-06-25 03:00:00",172,12.69,9.88,87.6
"2023-06-25 03:30:00",173,12.71,10.67,79.12
"2023-06-25 04:00:00",174,12.75,14.84,66.75
"2023-06-25 04:30:00",175,12.77,16.38,64.24
"2023-06-25 05:00:00",176,12.8,16.01,68.73
"2023-06-25 05:30:00",177,12.82,15.9,65.68
"2023-06-25 06:00:00",178,12.87,18.29,59.55
"2023-06-25 06:30:00",179,12.93,18.77,62.29
"2023-06-25 07:00:00",180,12.98,18.08,60.12
"2023-06-25 07:30:00",181,13.12,19.34,59.68
"2023-06-25 08:00:00",182,13.3,20.54,57.57
"2023-06-25 08:30:00",183,13.39,21.91,55.4
"2023-06-25 09:00:00",184,13.23,22.19,57.09
"2023-06-25 09:30:00",185,13.23,21.13,60.03
"2023-06-25 10:00:00",186,13.03,23.32,43.93
"2023-06-25 10:30:00",187,13.02,26.84,44.62
"2023-06-25 11:00:00",188,13.02,26.9,42.35
"2023-06-25 11:30:00",189,13.02,23.49,41.04
"2023-06-25 12:00:00",190,13.02,22.14,41.64
"2023-06-25 12:30:00",191,13.05,19.37,60.39
"2023-06-25 13:00:00",192,13.03,19.53,57.53
"2023-06-25 13:30:00",193,13.66,18.97,53.27
"2023-06-25 14:00:00",194,13.02,21.29,38.95
"2023-06-25 14:30:00",195,13.01,25.85,37.52
"2023-06-25 15:00:00",196,13.03,24.19,39.48
"2023-06-25 15:30:00",197,13.02,25.85,29.8
"2023-06-25 16:00:00",198,13.01,25.72,39.07
"2023-06-25 16:30:00",199,13.01,22.61,42.12
"2023-06-25 17:00:00",200,13.01,22.26,40.49
"2023-06-25 17:30:00",201,13.02,20.28,51.05
"2023-06-25 18:00:00",202,13.04,18.36,56.35
"2023-06-25 18:30:00",203,13.02,17.64,56.62
"2023-06-25 19:00:00",204,13.04,17.56,56.29
"2023-06-25 19:30:00",205,13.04,17.62,54.76
"2023-06-25 20:00:00",206,12.95,18.02,58.52
"2023-06-25 20:30:00",207,12.9,16.73,61.94
"2023-06-25 21:00:00",208,12.86,16.66,61.88
"2023-06-25 21:30:00",209,12.85,16.95,68.86
"2023-06-25 22:00:00",210,12.82,16.21,74.85
"2023-06-25 22:30:00",211,12.77,14.9,64.42
"2023-06-25 23:00:00",212,12.76,13.11,65.44
"2023-06-25 23:30:00",213,12.75,12.37,68.13
"2023-06-26 00:00:00",214,12.74,11.72,69.12
"2023-06-26 00:30:00",215,12.74,11.52,66.44
"2023-06-26 01:00:00",216,12.73,11.67,68.2
"2023-06-26 01:30:00",217,12.72,11.32,70.06
"2023-06-26 02:00:00",218,12.73,11.51,71.05
"2023-06-26 02:30:00",219,12.72,10.95,72.55
"2023-06-26 03:00:00",220,12.72,10.17,77.32
"2023-06-26 03:30:00",221,12.72,10.33,72.68
"2023-06-26 04:00:00",222,12.72,11.52,73.12
"2023-06-26 04:30:00",223,12.71,11.3,82.2
"2023-06-26 05:00:00",224,12.72,10.49,86.7
"2023-06-26 05:30:00",225,12.72,10.29,89.7
"2023-06-26 06:00:00",226,12.72,10.64,88
"2023-06-26 06:30:00",227,12.73,10.74,87.8
"2023-06-26 07:00:00",228,12.79,12.12,84
"2023-06-26 07:30:00",229,12.81,12.62,82.8
"2023-06-26 08:00:00",230,12.81,12.35,83.2
"2023-06-26 08:30:00",231,12.84,12.83,82.4
"2023-06-26 09:00:00",232,12.93,13.38,81
"2023-06-26 09:30:00",233,13.26,14.44,75.62
"2023-06-26 10:00:00",234,13.29,14.94,76.84
"2023-06-26 10:30:00",235,13.04,15.06,78.23
"2023-06-26 11:00:00",236,13.03,16.37,76.73
"2023-06-26 11:30:00",237,13.03,15.32,80.7
"2023-06-26 12:00:00",238,13.03,16.67,67.38
"2023-06-26 12:30:00",239,13.03,16.51,72.21
"2023-06-26 13:00:00",240,13.03,17.03,63.98
"2023-06-26 13:30:00",241,13.03,18.52,64.01
"2023-06-26 14:00:00",242,13.03,19.2,59.38
"2023-06-26 14:30:00",243,13.02,20.18,64.18
"2023-06-26 15:00:00",244,13.02,19.76,55.92
"2023-06-26 15:30:00",245,13.03,21.65,47.83
"2023-06-26 16:00:00",246,13.03,21.38,57.99
"2023-06-26 16:30:00",247,13.03,18.04,59.88
"2023-06-26 17:00:00",248,13.04,15.89,76.98
"2023-06-26 17:30:00",249,13.19,12.88,81.9
"2023-06-26 18:00:00",250,13.11,13,78.74
"2023-06-26 18:30:00",251,13.04,13.52,77.56
"2023-06-26 19:00:00",252,13.29,13.89,80.3
"2023-06-26 19:30:00",253,13.13,12.68,81.2
"2023-06-26 20:00:00",254,13.16,12.6,79.41
"2023-06-26 20:30:00",255,13.02,12.58,82.6
"2023-06-26 21:00:00",256,12.97,11.73,84.8
"2023-06-26 21:30:00",257,12.91,11.56,85.1
"2023-06-26 22:00:00",258,12.84,11.16,87.9
"2023-06-26 22:30:00",259,12.81,10.3,90
"2023-06-26 23:00:00",260,12.79,9.9,91.9
"2023-06-26 23:30:00",261,12.78,9.6,92.2
"2023-06-27 00:00:00",262,12.77,8.86,93.7
"2023-06-27 00:30:00",263,12.75,8.65,91.4
"2023-06-27 01:00:00",264,12.75,8.26,93.2
"2023-06-27 01:30:00",265,12.74,8.13,92.9
"2023-06-27 02:00:00",266,12.73,7.865,93
"2023-06-27 02:30:00",267,12.74,7.71,92.7
"2023-06-27 03:00:00",268,12.73,7.402,93.9
"2023-06-27 03:30:00",269,12.74,7.238,92.1
"2023-06-27 04:00:00",270,12.74,7.229,92.9
"2023-06-27 04:30:00",271,12.76,7.89,91.7
"2023-06-27 05:00:00",272,12.77,8.75,91.2
"2023-06-27 05:30:00",273,12.79,9.31,89.8
"2023-06-27 06:00:00",274,12.82,10.02,86.7
"2023-06-27 06:30:00",275,12.87,10.04,87.5
"2023-06-27 07:00:00",276,12.94,10.76,82.9
"2023-06-27 07:30:00",277,13.06,11.55,77.78
"2023-06-27 08:00:00",278,13.79,12.39,77.9
"2023-06-27 08:30:00",279,13.04,13.3,75.53
"2023-06-27 09:00:00",280,13.03,14.6,74.21
"2023-06-27 09:30:00",281,13.04,15.79,70.44
"2023-06-27 10:00:00",282,13.03,16.23,70.78
"2023-06-27 10:30:00",283,13.03,15.25,72.3
"2023-06-27 11:00:00",284,13.03,16.03,68.64
"2023-06-27 11:30:00",285,13.03,17.03,63.72
"2023-06-27 12:00:00",286,13.03,17.83,55.05
"2023-06-27 12:30:00",287,13.03,20.13,57.21
"2023-06-27 13:00:00",288,13.03,18.39,59.44
"2023-06-27 13:30:00",289,13.03,16.77,58.56
"2023-06-27 14:00:00",290,13.02,20.57,48
"2023-06-27 14:30:00",291,13.02,24.05,45.73
"2023-06-27 15:00:00",292,13.03,20.44,54.03
"2023-06-27 15:30:00",293,13.03,21.4,50.17
"2023-06-27 16:00:00",294,13.03,21.1,51.29
"2023-06-27 16:30:00",295,13.03,19.8,57.58
"2023-06-27 17:00:00",296,13.25,17.35,65.64
"2023-06-27 17:30:00",297,13.03,15.31,63.88
"2023-06-27 18:00:00",298,13.03,16.73,71.77
"2023-06-27 18:30:00",299,13.03,14.64,71.09
"2023-06-27 19:00:00",300,13.03,15.06,63.51
"2023-06-27 19:30:00",301,13.03,16.91,56.3
"2023-06-27 20:00:00",302,13.04,15.24,66.62
"2023-06-27 20:30:00",303,13.08,13.35,79.01
"2023-06-27 21:00:00",304,13.07,13.45,72.05
"2023-06-27 21:30:00",305,12.95,13.13,80.4
"2023-06-27 22:00:00",306,12.91,12.55,78.97
"2023-06-27 22:30:00",307,12.91,12.64,72.71
"2023-06-27 23:00:00",308,12.88,13.22,68.13
"2023-06-27 23:30:00",309,12.84,13.09,69.97
"2023-06-28 00:00:00",310,12.81,11.66,75.8
"2023-06-28 00:30:00",311,12.79,9.69,83.4
"2023-06-28 01:00:00",312,12.77,8.36,80.8
"2023-06-28 01:30:00",313,12.77,6.976,83.7
"2023-06-28 02:00:00",314,12.77,6.994,84
"2023-06-28 02:30:00",315,12.77,7.908,75.84
"2023-06-28 03:00:00",316,12.8,8.47,77.39
"2023-06-28 03:30:00",317,12.85,10.32,70.47
"2023-06-28 04:00:00",318,12.94,12.59,60.94
"2023-06-28 04:30:00",319,13.19,15.75,57.88
"2023-06-28 05:00:00",320,13.13,15.46,67.06
"2023-06-28 05:30:00",321,13.09,12.58,64.98
"2023-06-28 06:00:00",322,13.41,16.32,54.66
"2023-06-28 06:30:00",323,13.61,17.16,57.92
"2023-06-28 07:00:00",324,14.04,18.19,53.1
"2023-06-28 07:30:00",325,13.75,19.21,51.21
"2023-06-28 08:00:00",326,13.02,19.47,50.84
"2023-06-28 08:30:00",327,13.02,19.87,46.2
"2023-06-28 09:00:00",328,13.02,22.59,45.52
"2023-06-28 09:30:00",329,13.02,21.8,44.67
"2023-06-28 10:00:00",330,13.03,23.4,42.87
"2023-06-28 10:30:00",331,13.03,23.14,49.71
"2023-06-28 11:00:00",332,13.02,22.15,45.28
"2023-06-28 11:30:00",333,13.02,21.19,44.3
"2023-06-28 12:00:00",334,13.03,21.16,46.7
"2023-06-28 12:30:00",335,13.02,20.53,41.29
"2023-06-28 13:00:00",336,13.02,22.44,40.68
"2023-06-28 13:30:00",337,13.03,20.29,42.44
"2023-06-28 14:00:00",338,13.02,21.75,33.87
"2023-06-28 14:30:00",339,13.02,20.96,44.39
"2023-06-28 15:00:00",340,13.02,20.38,40.24
"2023-06-28 15:30:00",341,13.03,20.05,43.72
"2023-06-28 16:00:00",342,13.02,20.6,42.2
"2023-06-28 16:30:00",343,13.01,21.8,38.09
"2023-06-28 17:00:00",344,13.02,20.78,40.16
"2023-06-28 17:30:00",345,13.02,22.06,39.45
"2023-06-28 18:00:00",346,13.02,20.37,40.36
"2023-06-28 18:30:00",347,13.03,19.71,39.25
"2023-06-28 19:00:00",348,13.03,19.84,41.15
"2023-06-28 19:30:00",349,13.31,19.4,42.64
"2023-06-28 20:00:00",350,13.18,20.23,40.64
"2023-06-28 20:30:00",351,13.06,19.51,54.25
"2023-06-28 21:00:00",352,13.02,18,58.69
"2023-06-28 21:30:00",353,13,17.24,63.74
"2023-06-28 22:00:00",354,12.99,17.66,58.9
"2023-06-28 22:30:00",355,12.92,16.64,69.63
"2023-06-28 23:00:00",356,12.84,14.95,71.09
"2023-06-28 23:30:00",357,12.82,13.73,72.89
"2023-06-29 00:00:00",358,12.81,11.9,78.23
"2023-06-29 00:30:00",359,12.79,11.6,69.08
"2023-06-29 01:00:00",360,12.79,11.32,73.73
"2023-06-29 01:30:00",361,12.78,10.43,73.97
"2023-06-29 02:00:00",362,12.78,11.81,65.3
"2023-06-29 02:30:00",363,12.8,13.43,64.38
"2023-06-29 03:00:00",364,12.82,14.8,60.04
"2023-06-29 03:30:00",365,12.87,16.89,54.88
"2023-06-29 04:00:00",366,12.94,18.57,50.68
"2023-06-29 04:30:00",367,13.03,18.45,49.09
"2023-06-29 05:00:00",368,13.22,18.44,49.12
"2023-06-29 05:30:00",369,13.07,18.28,59.92
"2023-06-29 06:00:00",370,13.04,15.72,65.98
"2023-06-29 06:30:00",371,13.02,15.66,61.31
"2023-06-29 07:00:00",372,13.03,19.91,52.81
"2023-06-29 07:30:00",373,13.04,20.81,52.5
"2023-06-29 08:00:00",374,13.03,20.23,53.61
"2023-06-29 08:30:00",375,13.51,20.14,57.1
"2023-06-29 09:00:00",376,13.23,18.99,61.33
"2023-06-29 09:30:00",377,13.24,18.52,60.55
"2023-06-29 10:00:00",378,13.19,18.46,67.03
"2023-06-29 10:30:00",379,13.23,17.69,73.8
"2023-06-29 11:00:00",380,13.03,17.89,70.14
"2023-06-29 11:30:00",381,13.03,20.85,66.49
"2023-06-29 12:00:00",382,13.03,23.65,57.23
"2023-06-29 12:30:00",383,13.02,25.58,51.3
"2023-06-29 13:00:00",384,13.02,24.69,42.06
"2023-06-29 13:30:00",385,13.01,26.19,46.75
"2023-06-29 14:00:00",386,13.02,25.82,44.08
"2023-06-29 14:30:00",387,13.01,27,37.92
"2023-06-29 15:00:00",388,13.01,26.51,45.57
"2023-06-29 15:30:00",389,13.02,21.59,56.45
"2023-06-29 16:00:00",390,13.15,19.58,62.61
"2023-06-29 16:30:00",391,13.03,19.05,63.02
"2023-06-29 17:00:00",392,13.01,18.78,72.47
"2023-06-29 17:30:00",393,12.91,16.18,85.7
"2023-06-29 18:00:00",394,12.96,15.8,82.3
"2023-06-29 18:30:00",395,13.03,16.96,79.62
"2023-06-29 19:00:00",396,12.97,16.68,86.4
"2023-06-29 19:30:00",397,12.95,14.74,87.6
"2023-06-29 20:00:00",398,12.92,14.92,86.3
"2023-06-29 20:30:00",399,12.88,14.24,90.6
"2023-06-29 21:00:00",400,12.91,13.79,90.3
"2023-06-29 21:30:00",401,12.84,13.58,90.6
"2023-06-29 22:00:00",402,12.82,13.03,90.9
"2023-06-29 22:30:00",403,12.8,12.48,94.5
"2023-06-29 23:00:00",404,12.79,12.39,94.1
"2023-06-29 23:30:00",405,12.78,12.44,91.2
"2023-06-30 00:00:00",406,12.77,12.29,90.1
"2023-06-30 00:30:00",407,12.77,12.53,85.6
"2023-06-30 01:00:00",408,12.77,12.08,92.4
"2023-06-30 01:30:00",409,12.76,11.98,93.2
"2023-06-30 02:00:00",410,12.75,11.95,90.9
"2023-06-30 02:30:00",411,12.76,11.64,89.4
"2023-06-30 03:00:00",412,12.75,12.03,82.8
"2023-06-30 03:30:00",413,12.77,12.02,84.4
"2023-06-30 04:00:00",414,12.76,11.92,80.4
"2023-06-30 04:30:00",415,12.81,12.88,75.99
"2023-06-30 05:00:00",416,12.87,15.32,68.64
"2023-06-30 05:30:00",417,12.98,17.06,62.8
"2023-06-30 06:00:00",418,13.13,19.25,59.48
"2023-06-30 06:30:00",419,13.47,19.06,61.43
"2023-06-30 07:00:00",420,13.75,19.37,56.42
"2023-06-30 07:30:00",421,13.44,18.8,55.27
"2023-06-30 08:00:00",422,13.02,20.41,52.93
"2023-06-30 08:30:00",423,13.03,21.47,50.96
"2023-06-30 09:00:00",424,13.03,22.48,47.13
"2023-06-30 09:30:00",425,13.02,22.07,49.29
"2023-06-30 10:00:00",426,13.02,22.3,44.93
"2023-06-30 10:30:00",427,13.02,23.07,41.44
"2023-06-30 11:00:00",428,13.01,23.08,43.88
"2023-06-30 11:30:00",429,13.02,21.64,41.82
"2023-06-30 12:00:00",430,13.02,22.03,41.51
"2023-06-30 12:30:00",431,13.01,19.45,53.1
"2023-06-30 13:00:00",432,13.02,18.47,46.6
"2023-06-30 13:30:00",433,13.02,21.54,38.88
"2023-06-30 14:00:00",434,13.03,22.45,38.75
"2023-06-30 14:30:00",435,13.02,23.84,39.21
"2023-06-30 15:00:00",436,13.01,24.21,36.67
"2023-06-30 15:30:00",437,13.01,25.08,35.62
"2023-06-30 16:00:00",438,13.01,22.08,40.16
"2023-06-30 16:30:00",439,13.01,21.42,40.53
"2023-06-30 17:00:00",440,13.02,21.43,40.56
"2023-06-30 17:30:00",441,13.01,22.02,41.2
"2023-06-30 18:00:00",442,13.02,20.96,41.17
"2023-06-30 18:30:00",443,13.01,20.69,42.46
"2023-06-30 19:00:00",444,13.02,20.2,44.93
"2023-06-30 19:30:00",445,13.02,19.68,46.46
"2023-06-30 20:00:00",446,13.72,18.84,48.93
"2023-06-30 20:30:00",447,13.35,17.73,51.17
"2023-06-30 21:00:00",448,13.09,16.78,58.79
"2023-06-30 21:30:00",449,13.06,14.8,61.31
"2023-06-30 22:00:00",450,12.99,15.21,63.95
"2023-06-30 22:30:00",451,12.91,13.26,70.35
"2023-06-30 23:00:00",452,12.86,11.99,71.11
"2023-06-30 23:30:00",453,12.83,11.11,74.16
"2023-07-01 00:00:00",454,12.82,11.02,84.6
"2023-07-01 00:30:00",455,12.81,10.14,92
"2023-07-01 01:00:00",456,12.79,9.61,92.3
"2023-07-01 01:30:00",457,12.79,9.34,94.1
"2023-07-01 02:00:00",458,12.78,8.87,92.2
"2023-07-01 02:30:00",459,12.77,8.4,93.7
"2023-07-01 03:00:00",460,12.77,8.19,94.4
"2023-07-01 03:30:00",461,12.76,7.958,94.6
"2023-07-01 04:00:00",462,12.75,7.79,95.7
"2023-07-01 04:30:00",463,12.76,7.827,94.7
"2023-07-01 05:00:00",464,12.74,7.901,93.1
"2023-07-01 05:30:00",465,12.75,7.832,93.2
"2023-07-01 06:00:00",466,12.75,7.936,93.4
"2023-07-01 06:30:00",467,12.74,7.784,94.2
"2023-07-01 07:00:00",468,12.75,7.84,93.7
"2023-07-01 07:30:00",469,12.76,7.765,93.2
"2023-07-01 08:00:00",470,12.77,7.939,93.4
"2023-07-01 08:30:00",471,12.82,8.41,92
"2023-07-01 09:00:00",472,12.92,9.25,90.7
"2023-07-01 09:30:00",473,13.1,9.56,88
"2023-07-01 10:00:00",474,13.04,9.87,88.7
"2023-07-01 10:30:00",475,13.04,9.96,87.6
"2023-07-01 11:00:00",476,13.04,11.15,85.1
"2023-07-01 11:30:00",477,13.04,12.52,81.3
"2023-07-01 12:00:00",478,13.05,11.94,85.1
"2023-07-01 12:30:00",479,13.04,12.29,84.3
"2023-07-01 13:00:00",480,13.04,12.43,83.2
"2023-07-01 13:30:00",481,13.04,12.59,82.9
"2023-07-01 14:00:00",482,13.04,13.27,83.1
"2023-07-01 14:30:00",483,13.03,13.77,79.05
"2023-07-01 15:00:00",484,13.04,14.43,75.29
"2023-07-01 15:30:00",485,13.03,14.32,76.71
"2023-07-01 16:00:00",486,13.03,13.59,79.66
"2023-07-01 16:30:00",487,13.04,13.86,77.9
"2023-07-01 17:00:00",488,13.04,13.58,80.5
"2023-07-01 17:30:00",489,13.04,12.88,83.6
"2023-07-01 18:00:00",490,13.04,13,83.5
"2023-07-01 18:30:00",491,13.09,12.22,83
"2023-07-01 19:00:00",492,13.03,12.48,83.8
"2023-07-01 19:30:00",493,13.19,11.71,83.7
"2023-07-01 20:00:00",494,13.18,11.51,88.5
"2023-07-01 20:30:00",495,13.1,11,90.3
