"TOA5","MAT06_Blk2_CR1000_13","CR1000","41287","CR1000.Std.32.05","CPU:MAT06_Block2.CR1","45911","Table1"
"TIMESTAMP","RECORD","BattV_Min","GHAirTC_Avg","GHRH"
"TS","RN","Volts","Deg C","%"
"","","Min","Avg","Smp"
"2024-01-30 21:00:00",10720,12.56,-25.43,78.16
"2024-01-30 21:30:00",10721,12.55,-25.5,77.79
"2024-01-30 22:00:00",10722,12.56,-25.94,78.65
"2024-01-30 22:30:00",10723,12.55,-25.88,78.34
"2024-01-30 23:00:00",10724,12.55,-25.9,78.38
"2024-01-30 23:30:00",10725,12.55,-25.79,77.8
"2024-01-31 00:00:00",10726,12.55,-25.72,77.53
"2024-01-31 00:30:00",10727,12.55,-25.82,78.07
"2024-01-31 01:00:00",10728,12.54,-26.19,77.93
"2024-01-31 01:30:00",10729,12.54,-27.07,78.82
"2024-01-31 02:00:00",10730,12.55,-27.28,77.98
"2024-01-31 02:30:00",10731,12.54,-27.08,75.74
"2024-01-31 03:00:00",10732,12.54,-26.9,76.31
"2024-01-31 03:30:00",10733,12.54,-26.71,77.47
"2024-01-31 04:00:00",10734,12.53,-26.42,76.17
"2024-01-31 04:30:00",10735,12.53,-26.79,77.73
"2024-01-31 05:00:00",10736,12.53,-27.13,77.39
"2024-01-31 05:30:00",10737,12.54,-27.4,78.59
"2024-01-31 06:00:00",10738,12.54,-27.59,78.66
"2024-01-31 06:30:00",10739,12.53,-28.25,78.05
"2024-01-31 07:00:00",10740,12.53,-28.73,77.99
"2024-01-31 07:30:00",10741,12.53,-28.9,77.92
"2024-01-31 08:00:00",10742,12.53,-29.26,77.76
"2024-01-31 08:30:00",10743,12.53,-29.21,77.69
"2024-01-31 09:00:00",10744,12.53,-29.15,77.42
"2024-01-31 09:30:00",10745,12.53,-29.26,77.04
"2024-01-31 10:00:00",10746,12.53,-29.34,76.71
"2024-01-31 10:30:00",10747,12.53,-29.42,77.09
"2024-01-31 11:00:00",10748,12.52,-29.43,76.85
"2024-01-31 11:30:00",10749,12.52,-29.7,76.07
"2024-01-31 12:00:00",10750,12.53,-29.77,76.78
"2024-01-31 12:30:00",10751,12.54,-29.29,77.19
"2024-01-31 13:00:00",10752,12.54,-29.19,76.67
"2024-01-31 13:30:00",10753,12.55,-29.35,76.6
"2024-01-31 14:00:00",10754,12.56,-29.46,76.26
"2024-01-31 14:30:00",10755,12.56,-29.77,76.33
"2024-01-31 15:00:00",10756,12.55,-29.89,76.14
"2024-01-31 15:30:00",10757,12.54,-30.26,75.22
"2024-01-31 16:00:00",10758,12.54,-30.88,75.37
"2024-01-31 16:30:00",10759,12.53,-31.22,75.79
"2024-01-31 17:00:00",10760,12.53,-31.18,75.93
"2024-01-31 17:30:00",10761,12.53,-31.45,74.91
"2024-01-31 18:00:00",10762,12.52,-32.37,74.95
"2024-01-31 18:30:00",10763,12.52,-31.59,75.63
"2024-01-31 19:00:00",10764,12.53,-31.63,74.33
"2024-01-31 19:30:00",10765,12.52,-31.7,75.19
"2024-01-31 20:00:00",10766,12.52,-31.32,74.24
"2024-01-31 20:30:00",10767,12.52,-32.24,73.71
"2024-01-31 21:00:00",10768,12.52,-32.73,74
"2024-01-31 21:30:00",10769,12.52,-32.66,74.71
"2024-01-31 22:00:00",10770,12.52,-31.96,75.29
"2024-01-31 22:30:00",10771,12.52,-31.08,75.87
"2024-01-31 23:00:00",10772,12.52,-30.67,75.86
"2024-01-31 23:30:00",10773,12.52,-30.44,74.84
"2024-02-01 00:00:00",10774,12.52,-31.23,74.65
"2024-02-01 00:30:00",10775,12.52,-31.71,74.97
"2024-02-01 01:00:00",10776,12.52,-31.4,75.01
"2024-02-01 01:30:00",10777,12.52,-31.16,75.31
"2024-02-01 02:00:00",10778,12.52,-31.29,74.99
"2024-02-01 02:30:00",10779,12.52,-31.02,75.03
"2024-02-01 03:00:00",10780,12.51,-31.21,75.01
"2024-02-01 03:30:00",10781,12.51,-31.46,74.89
"2024-02-01 04:00:00",10782,12.52,-31.26,74.97
"2024-02-01 04:30:00",10783,12.51,-31.18,74.72
"2024-02-01 05:00:00",10784,12.52,-31.25,75.5
"2024-02-01 05:30:00",10785,12.51,-30.92,75.03
"2024-02-01 06:00:00",10786,12.51,-30.91,74.45
"2024-02-01 06:30:00",10787,12.51,-30.97,74.75
"2024-02-01 07:00:00",10788,12.5,-30.76,74.72
"2024-02-01 07:30:00",10789,12.5,-30.58,74.31
"2024-02-01 08:00:00",10790,12.5,-30.48,74.28
"2024-02-01 08:30:00",10791,12.5,-30.86,74.48
"2024-02-01 09:00:00",10792,12.51,-30.84,74.79
"2024-02-01 09:30:00",10793,12.5,-30.54,74.96
"2024-02-01 10:00:00",10794,12.5,-30.26,75.26
"2024-02-01 10:30:00",10795,12.5,-30.35,75.16
"2024-02-01 11:00:00",10796,12.5,-30.41,75.16
"2024-02-01 11:30:00",10797,12.5,-30.1,75.09
"2024-02-01 12:00:00",10798,12.5,-30.07,74.64
"2024-02-01 12:30:00",10799,12.51,-30.26,75.01
"2024-02-01 13:00:00",10800,12.52,-29.95,75.05
"2024-02-01 13:30:00",10801,12.54,-29.86,75.18
"2024-02-01 14:00:00",10802,12.54,-29.72,75.01
"2024-02-01 14:30:00",10803,12.54,-29.8,75.42
"2024-02-01 15:00:00",10804,12.54,-29.69,75.8
"2024-02-01 15:30:00",10805,12.52,-29.36,75.93
"2024-02-01 16:00:00",10806,12.52,-29.25,76
"2024-02-01 16:30:00",10807,12.52,-29.44,76.27
"2024-02-01 17:00:00",10808,12.51,-29.1,76.51
"2024-02-01 17:30:00",10809,12.51,-28.79,76.64
"2024-02-01 18:00:00",10810,12.51,-28.72,76.7
"2024-02-01 18:30:00",10811,12.5,-28.66,76.43
"2024-02-01 19:00:00",10812,12.5,-28.88,76.26
"2024-02-01 19:30:00",10813,12.51,-29.01,75.85
"2024-02-01 20:00:00",10814,12.5,-29.38,75.55
"2024-02-01 20:30:00",10815,12.5,-29.38,75.66
"2024-02-01 21:00:00",10816,12.5,-29.54,74.3
"2024-02-01 21:30:00",10817,12.5,-30.08,74.77
"2024-02-01 22:00:00",10818,12.5,-30.2,75.43
"2024-02-01 22:30:00",10819,12.5,-29.71,75.22
"2024-02-01 23:00:00",10820,12.5,-29.4,75.56
"2024-02-01 23:30:00",10821,12.5,-29.32,75.42
"2024-02-02 00:00:00",10822,12.5,-29.08,75.8
"2024-02-02 00:30:00",10823,12.5,-28.92,75.69
"2024-02-02 01:00:00",10824,12.5,-28.96,76.44
"2024-02-02 01:30:00",10825,12.5,-29.25,75.83
"2024-02-02 02:00:00",10826,12.5,-29.27,76.51
"2024-02-02 02:30:00",10827,12.5,-29.16,76.34
"2024-02-02 03:00:00",10828,12.5,-29.25,75.97
"2024-02-02 03:30:00",10829,12.5,-29.21,76.14
"2024-02-02 04:00:00",10830,12.5,-28.88,77.71
"2024-02-02 04:30:00",10831,12.5,-29.42,76.52
"2024-02-02 05:00:00",10832,12.5,-29.07,77.36
"2024-02-02 05:30:00",10833,12.5,-29.28,75.03
"2024-02-02 06:00:00",10834,12.5,-30.52,75.97
"2024-02-02 06:30:00",10835,12.5,-31.19,75.65
"2024-02-02 07:00:00",10836,12.5,-31.16,75.39
"2024-02-02 07:30:00",10837,12.5,-31.37,74.48
"2024-02-02 08:00:00",10838,12.5,-31.78,76.18
"2024-02-02 08:30:00",10839,12.5,-31.22,74.28
"2024-02-02 09:00:00",10840,12.5,-31.77,74.04
"2024-02-02 09:30:00",10841,12.5,-32.08,73.51
"2024-02-02 10:00:00",10842,12.5,-32.03,73.52
"2024-02-02 10:30:00",10843,12.5,-32.31,73.18
"2024-02-02 11:00:00",10844,12.5,-32.29,73.86
"2024-02-02 11:30:00",10845,12.51,-31.85,72.72
"2024-02-02 12:00:00",10846,12.52,-30.91,73.94
"2024-02-02 12:30:00",10847,12.54,-30.33,73.44
"2024-02-02 13:00:00",10848,12.59,-30.48,72.68
"2024-02-02 13:30:00",10849,12.7,-31.09,71.83
"2024-02-02 14:00:00",10850,12.89,-31.69,73.99
"2024-02-02 14:30:00",10851,12.94,-31.08,70.89
"2024-02-02 15:00:00",10852,12.97,-31.68,73.96
"2024-02-02 15:30:00",10853,12.91,-30.72,73.56
"2024-02-02 16:00:00",10854,12.84,-31.61,74.27
"2024-02-02 16:30:00",10855,12.79,-31.39,75.35
"2024-02-02 17:00:00",10856,12.76,-31.65,74.08
"2024-02-02 17:30:00",10857,12.74,-31.62,76.84
"2024-02-02 18:00:00",10858,12.71,-30.15,74.22
"2024-02-02 18:30:00",10859,12.69,-32.25,74.56
"2024-02-02 19:00:00",10860,12.68,-31.84,73.79
"2024-02-02 19:30:00",10861,12.66,-32.85,74.58
"2024-02-02 20:00:00",10862,12.65,-32.7,73.86
"2024-02-02 20:30:00",10863,12.64,-32.13,74.09
"2024-02-02 21:00:00",10864,12.63,-32.28,75.29
"2024-02-02 21:30:00",10865,12.62,-32.42,75.93
"2024-02-02 22:00:00",10866,12.61,-31.82,76.18
"2024-02-02 22:30:00",10867,12.61,-31.47,74.63
"2024-02-02 23:00:00",10868,12.6,-32.62,75.18
"2024-02-02 23:30:00",10869,12.6,-32.51,74.17
"2024-02-03 00:00:00",10870,12.59,-32.5,72.59
"2024-02-03 00:30:00",10871,12.59,-33.11,73.34
"2024-02-03 01:00:00",10872,12.58,-32.22,76.19
"2024-02-03 01:30:00",10873,12.57,-31.96,73.45
"2024-02-03 02:00:00",10874,12.57,-32.56,73.38
"2024-02-03 02:30:00",10875,12.57,-32.44,74.79
"2024-02-03 03:00:00",10876,12.56,-32.36,73.66
"2024-02-03 03:30:00",10877,12.56,-32.34,73.74
"2024-02-03 04:00:00",10878,12.56,-31.51,76.3
"2024-02-03 04:30:00",10879,12.56,-30.26,75.73
"2024-02-03 05:00:00",10880,12.55,-30.5,78.09
"2024-02-03 05:30:00",10881,12.55,-30.13,74.77
"2024-02-03 06:00:00",10882,12.55,-30.47,77.14
"2024-02-03 06:30:00",10883,12.54,-30.11,76.54
"2024-02-03 07:00:00",10884,12.54,-30.76,77.19
"2024-02-03 07:30:00",10885,12.54,-30.71,74
"2024-02-03 08:00:00",10886,12.54,-30.54,75.35
"2024-02-03 08:30:00",10887,12.54,-30.35,72.59
"2024-02-03 09:00:00",10888,12.53,-31.99,73.61
"2024-02-03 09:30:00",10889,12.53,-32.61,74.92
"2024-02-03 10:00:00",10890,12.53,-32.54,73.23
"2024-02-03 10:30:00",10891,12.53,-33.43,73.27
"2024-02-03 11:00:00",10892,12.53,-32.9,74.71
"2024-02-03 11:30:00",10893,12.53,-32.01,74.58
"2024-02-03 12:00:00",10894,12.56,-31.64,74.68
"2024-02-03 12:30:00",10895,12.59,-30.92,75.43
"2024-02-03 13:00:00",10896,12.65,-30.18,75.4
"2024-02-03 13:30:00",10897,12.66,-30.4,75.16
"2024-02-03 14:00:00",10898,12.67,-31.15,74.31
"2024-02-03 14:30:00",10899,12.72,-31.59,73.87
"2024-02-03 15:00:00",10900,12.84,-31.73,74.28
"2024-02-03 15:30:00",10901,12.81,-32.06,74.5
"2024-02-03 16:00:00",10902,12.77,-31.35,74.67
"2024-02-03 16:30:00",10903,12.73,-31.34,73.66
"2024-02-03 17:00:00",10904,12.7,-31.51,72.45
"2024-02-03 17:30:00",10905,12.68,-31.64,73.99
"2024-02-03 18:00:00",10906,12.67,-31.71,73.48
"2024-02-03 18:30:00",10907,12.65,-31.95,73.93
"2024-02-03 19:00:00",10908,12.64,-31.81,75.07
"2024-02-03 19:30:00",10909,12.63,-31.25,73.58
"2024-02-03 20:00:00",10910,12.61,-31.47,73.2
"2024-02-03 20:30:00",10911,12.61,-31.53,73.28
"2024-02-03 21:00:00",10912,12.61,-31.57,74.24
"2024-02-03 21:30:00",10913,12.59,-31.47,74.6
"2024-02-03 22:00:00",10914,12.59,-31.46,72.77
"2024-02-03 22:30:00",10915,12.58,-31.21,72.49
"2024-02-03 23:00:00",10916,12.58,-30.75,74.7
"2024-02-03 23:30:00",10917,12.58,-31.05,75.49
"2024-02-04 00:00:00",10918,12.57,-30.35,73.26
"2024-02-04 00:30:00",10919,12.57,-30.47,74.8
"2024-02-04 01:00:00",10920,12.57,-29.66,73.68
"2024-02-04 01:30:00",10921,12.56,-29.13,75.4
"2024-02-04 02:00:00",10922,12.56,-27.66,75.76
"2024-02-04 02:30:00",10923,12.56,-27.7,76.02
"2024-02-04 03:00:00",10924,12.55,-26.93,76.42
"2024-02-04 03:30:00",10925,12.55,-26.76,75.44
"2024-02-04 04:00:00",10926,12.54,-27.74,74.76
"2024-02-04 04:30:00",10927,12.54,-27.96,74.42
"2024-02-04 05:00:00",10928,12.54,-27.65,74.08
"2024-02-04 05:30:00",10929,12.53,-28.66,74.67
"2024-02-04 06:00:00",10930,12.53,-27.7,72.32
"2024-02-04 06:30:00",10931,12.53,-27.33,73.51
"2024-02-04 07:00:00",10932,12.53,-28.07,73.92
"2024-02-04 07:30:00",10933,12.53,-27.63,73.79
"2024-02-04 08:00:00",10934,12.53,-27.45,75.68
"2024-02-04 08:30:00",10935,12.53,-27.05,74.04
"2024-02-04 09:00:00",10936,12.52,-27.12,75.7
"2024-02-04 09:30:00",10937,12.52,-26.08,74.85
"2024-02-04 10:00:00",10938,12.52,-26.21,73.76
"2024-02-04 10:30:00",10939,12.52,-26.82,73.86
"2024-02-04 11:00:00",10940,12.52,-27.79,73.36
"2024-02-04 11:30:00",10941,12.55,-27.06,71.83
"2024-02-04 12:00:00",10942,12.71,-26.33,71.99
"2024-02-04 12:30:00",10943,12.91,-26.88,72.06
"2024-02-04 13:00:00",10944,13.2,-26.71,71.41
"2024-02-04 13:30:00",10945,13.44,-26.22,71.3
"2024-02-04 14:00:00",10946,13.61,-24.8,70.18
"2024-02-04 14:30:00",10947,13.7,-25.93,70.89
"2024-02-04 15:00:00",10948,13.58,-26.17,70.48
"2024-02-04 15:30:00",10949,13.3,-26.22,73.12
"2024-02-04 16:00:00",10950,13.12,-27.36,73.32
"2024-02-04 16:30:00",10951,13.03,-25.95,72.23
"2024-02-04 17:00:00",10952,12.96,-25.17,72.95
"2024-02-04 17:30:00",10953,12.92,-25.26,71.77
"2024-02-04 18:00:00",10954,12.89,-26.09,71.94
"2024-02-04 18:30:00",10955,12.86,-25.72,71.7
"2024-02-04 19:00:00",10956,12.84,-24.81,69.76
"2024-02-04 19:30:00",10957,12.83,-26.46,73.6
"2024-02-04 20:00:00",10958,12.81,-26.21,67.31
"2024-02-04 20:30:00",10959,12.8,-23.5,67.2
"2024-02-04 21:00:00",10960,12.79,-21.42,61.91
"2024-02-04 21:30:00",10961,12.78,-21.17,58.22
"2024-02-04 22:00:00",10962,12.77,-20.36,61.28
"2024-02-04 22:30:00",10963,12.76,-19.94,66.71
"2024-02-04 23:00:00",10964,12.76,-17.68,72.64
"2024-02-04 23:30:00",10965,12.74,-17.29,72.73
"2024-02-05 00:00:00",10966,12.74,-17.05,73.05
"2024-02-05 00:30:00",10967,12.74,-16.97,71.76
"2024-02-05 01:00:00",10968,12.73,-16.96,72.17
"2024-02-05 01:30:00",10969,12.72,-16.43,74.89
"2024-02-05 02:00:00",10970,12.72,-16.03,71.11
"2024-02-05 02:30:00",10971,12.71,-15.46,72.4
"2024-02-05 03:00:00",10972,12.71,-15.33,74.87
"2024-02-05 03:30:00",10973,12.7,-15.46,70.39
"2024-02-05 04:00:00",10974,12.69,-15.31,69.74
"2024-02-05 04:30:00",10975,12.69,-15.67,71.75
"2024-02-05 05:00:00",10976,12.68,-15.22,70.8
"2024-02-05 05:30:00",10977,12.69,-15.46,68.45
"2024-02-05 06:00:00",10978,12.67,-14.96,71.54
"2024-02-05 06:30:00",10979,12.68,-15.28,71.03
"2024-02-05 07:00:00",10980,12.67,-15.48,67.33
"2024-02-05 07:30:00",10981,12.67,-15.55,69.72
"2024-02-05 08:00:00",10982,12.66,-15.23,64.38
"2024-02-05 08:30:00",10983,12.66,-15.72,70.03
"2024-02-05 09:00:00",10984,12.65,-15.68,69.28
"2024-02-05 09:30:00",10985,12.65,-15.58,67.92
"2024-02-05 10:00:00",10986,12.65,-16.47,73.22
"2024-02-05 10:30:00",10987,12.64,-16.17,72
"2024-02-05 11:00:00",10988,12.65,-16.06,70.13
"2024-02-05 11:30:00",10989,12.66,-15.68,69.65
"2024-02-05 12:00:00",10990,12.71,-16.6,71.59
"2024-02-05 12:30:00",10991,12.95,-16.57,71.28
"2024-02-05 13:00:00",10992,13.22,-16.27,68.33
"2024-02-05 13:30:00",10993,13.2,-15.89,68.57
"2024-02-05 14:00:00",10994,13.2,-16.38,70.6
"2024-02-05 14:30:00",10995,13.23,-15.87,74.17
"2024-02-05 15:00:00",10996,13.25,-15.91,73.76
"2024-02-05 15:30:00",10997,13.38,-14.48,72.95
"2024-02-05 16:00:00",10998,13.19,-15.08,74.78
"2024-02-05 16:30:00",10999,13.07,-13.95,70.26
"2024-02-05 17:00:00",11000,12.98,-13.66,70.33
"2024-02-05 17:30:00",11001,12.93,-13.91,77.16
"2024-02-05 18:00:00",11002,12.9,-14.84,76.18
"2024-02-05 18:30:00",11003,12.87,-14.93,76.31
"2024-02-05 19:00:00",11004,12.85,-15.44,77.06
"2024-02-05 19:30:00",11005,12.83,-14.24,76.67
"2024-02-05 20:00:00",11006,12.82,-14.22,78.09
"2024-02-05 20:30:00",11007,12.8,-13.93,76.25
"2024-02-05 21:00:00",11008,12.8,-14.82,74.73
"2024-02-05 21:30:00",11009,12.79,-14.7,74.73
"2024-02-05 22:00:00",11010,12.78,-14.38,77.31
"2024-02-05 22:30:00",11011,12.77,-14.79,74.9
"2024-02-05 23:00:00",11012,12.77,-15.02,75.86
"2024-02-05 23:30:00",11013,12.76,-15.81,78.96
"2024-02-06 00:00:00",11014,12.75,-15.83,75.53
"2024-02-06 00:30:00",11015,12.74,-15.66,76.11
"2024-02-06 01:00:00",11016,12.74,-15.99,76.69
"2024-02-06 01:30:00",11017,12.73,-15.67,77.26
"2024-02-06 02:00:00",11018,12.73,-16.5,75.5
"2024-02-06 02:30:00",11019,12.72,-16.29,75.23
"2024-02-06 03:00:00",11020,12.71,-15.4,76.31
"2024-02-06 03:30:00",11021,12.71,-14.63,74.4
"2024-02-06 04:00:00",11022,12.71,-13.68,74.49
"2024-02-06 04:30:00",11023,12.7,-12.35,70.41
"2024-02-06 05:00:00",11024,12.7,-11.73,72.13
"2024-02-06 05:30:00",11025,12.69,-11.68,71.27
"2024-02-06 06:00:00",11026,12.69,-11.62,71.98
"2024-02-06 06:30:00",11027,12.68,-11.72,70.45
"2024-02-06 07:00:00",11028,12.68,-11.72,71.51
"2024-02-06 07:30:00",11029,12.67,-11.25,65.4
"2024-02-06 08:00:00",11030,12.68,-12.53,70.46
"2024-02-06 08:30:00",11031,12.67,-11.9,69.99
"2024-02-06 09:00:00",11032,12.67,-12.77,71.31
"2024-02-06 09:30:00",11033,12.67,-12.17,73.2
"2024-02-06 10:00:00",11034,12.67,-11.96,74.36
"2024-02-06 10:30:00",11035,12.65,-11.65,73.75
"2024-02-06 11:00:00",11036,12.66,-10.31,69.13
"2024-02-06 11:30:00",11037,12.72,-9.56,69.11
"2024-02-06 12:00:00",11038,12.76,-9.23,71.04
"2024-02-06 12:30:00",11039,12.82,-8.74,68.39
"2024-02-06 13:00:00",11040,12.93,-8.34,69.14
"2024-02-06 13:30:00",11041,13.05,-8.26,71.03
"2024-02-06 14:00:00",11042,13.14,-8.55,70.38
"2024-02-06 14:30:00",11043,13.18,-8.29,70.07
"2024-02-06 15:00:00",11044,13.18,-8.48,72.14
"2024-02-06 15:30:00",11045,13.09,-8.01,72.82
"2024-02-06 16:00:00",11046,13.03,-8.28,73.09
"2024-02-06 16:30:00",11047,12.97,-8.47,70.58
"2024-02-06 17:00:00",11048,12.91,-8.57,66.72
"2024-02-06 17:30:00",11049,12.88,-8.45,69.99
"2024-02-06 18:00:00",11050,12.85,-8.31,69.24
"2024-02-06 18:30:00",11051,12.83,-8.96,72.53
"2024-02-06 19:00:00",11052,12.81,-8.8,68.22
"2024-02-06 19:30:00",11053,12.8,-8.93,69.85
"2024-02-06 20:00:00",11054,12.78,-9.59,73.42
"2024-02-06 20:30:00",11055,12.77,-10.17,71.89
"2024-02-06 21:00:00",11056,12.76,-10.54,74.03
"2024-02-06 21:30:00",11057,12.76,-11.03,74.01
"2024-02-06 22:00:00",11058,12.75,-12.01,73.44
"2024-02-06 22:30:00",11059,12.74,-13.47,73.82
"2024-02-06 23:00:00",11060,12.73,-14.01,75.91
"2024-02-06 23:30:00",11061,12.73,-14.52,76.56
"2024-02-07 00:00:00",11062,12.72,-14.58,75.95
"2024-02-07 00:30:00",11063,12.72,-14.32,72.99
"2024-02-07 01:00:00",11064,12.71,-14.37,74.32
"2024-02-07 01:30:00",11065,12.71,-14.3,74.66
"2024-02-07 02:00:00",11066,12.7,-14.72,74.28
"2024-02-07 02:30:00",11067,12.69,-14.62,73.03
"2024-02-07 03:00:00",11068,12.7,-14.49,72.21
"2024-02-07 03:30:00",11069,12.69,-14.38,73.53
"2024-02-07 04:00:00",11070,12.68,-14.49,73.57
"2024-02-07 04:30:00",11071,12.69,-14.49,69.83
"2024-02-07 05:00:00",11072,12.68,-14.36,71.94
"2024-02-07 05:30:00",11073,12.68,-14.49,71.22
"2024-02-07 06:00:00",11074,12.68,-13.55,66.84
"2024-02-07 06:30:00",11075,12.68,-13.11,71.19
"2024-02-07 07:00:00",11076,12.67,-13.76,72.55
"2024-02-07 07:30:00",11077,12.66,-14.07,73.09
"2024-02-07 08:00:00",11078,12.66,-13.14,73.09
"2024-02-07 08:30:00",11079,12.66,-12.85,72.72
"2024-02-07 09:00:00",11080,12.66,-12.21,70.98
"2024-02-07 09:30:00",11081,12.66,-11.26,68.77
"2024-02-07 10:00:00",11082,12.65,-9.61,66.07
"2024-02-07 10:30:00",11083,12.65,-10.65,70.69
"2024-02-07 11:00:00",11084,12.66,-11.85,72.86
"2024-02-07 11:30:00",11085,12.68,-11.76,74.12
"2024-02-07 12:00:00",11086,12.72,-11.03,68.35
"2024-02-07 12:30:00",11087,12.75,-9.49,68.86
"2024-02-07 13:00:00",11088,12.79,-9.58,69.36
"2024-02-07 13:30:00",11089,12.84,-8.58,69.68
"2024-02-07 14:00:00",11090,12.9,-7.894,69.95
"2024-02-07 14:30:00",11091,12.94,-7.483,68.92
"2024-02-07 15:00:00",11092,12.95,-7.159,73.32
"2024-02-07 15:30:00",11093,12.93,-7.153,73.29
"2024-02-07 16:00:00",11094,12.88,-6.762,71.56
"2024-02-07 16:30:00",11095,12.85,-7.357,73.32
"2024-02-07 17:00:00",11096,12.82,-8.09,73.05
"2024-02-07 17:30:00",11097,12.79,-7.874,73.67
"2024-02-07 18:00:00",11098,12.77,-7.756,74.15
"2024-02-07 18:30:00",11099,12.76,-8.48,78.05
"2024-02-07 19:00:00",11100,12.74,-9.23,68.94
"2024-02-07 19:30:00",11101,12.73,-8.18,69.51
"2024-02-07 20:00:00",11102,12.72,-8.69,66.42
"2024-02-07 20:30:00",11103,12.72,-7.261,66.46
"2024-02-07 21:00:00",11104,12.71,-10.07,78.51
"2024-02-07 21:30:00",11105,12.7,-10.37,77.18
"2024-02-07 22:00:00",11106,12.7,-10.07,70.76
"2024-02-07 22:30:00",11107,12.68,-9.42,75.08
"2024-02-07 23:00:00",11108,12.68,-11.22,75.61
"2024-02-07 23:30:00",11109,12.68,-13.64,78.54
"2024-02-08 00:00:00",11110,12.67,-12.63,77.32
"2024-02-08 00:30:00",11111,12.67,-12.09,76.48
"2024-02-08 01:00:00",11112,12.67,-11.54,72.46
"2024-02-08 01:30:00",11113,12.66,-10.22,73.54
"2024-02-08 02:00:00",11114,12.66,-10.65,67.19
"2024-02-08 02:30:00",11115,12.65,-10.6,74.33
"2024-02-08 03:00:00",11116,12.65,-9.21,73.26
"2024-02-08 03:30:00",11117,12.65,-8.82,74.57
"2024-02-08 04:00:00",11118,12.64,-8.87,75.42
"2024-02-08 04:30:00",11119,12.64,-8.77,74.3
"2024-02-08 05:00:00",11120,12.64,-8.92,75.01
"2024-02-08 05:30:00",11121,12.63,-9.33,75.39
"2024-02-08 06:00:00",11122,12.64,-9.72,72.87
"2024-02-08 06:30:00",11123,12.63,-9.69,73.21
"2024-02-08 07:00:00",11124,12.63,-9.95,72.64
"2024-02-08 07:30:00",11125,12.63,-10.04,70.12
"2024-02-08 08:00:00",11126,12.62,-9.32,68.46
"2024-02-08 08:30:00",11127,12.63,-8.78,67.58
"2024-02-08 09:00:00",11128,12.62,-8.77,65.74
"2024-02-08 09:30:00",11129,12.63,-8.83,67.24
"2024-02-08 10:00:00",11130,12.63,-8.58,66.46
"2024-02-08 10:30:00",11131,12.63,-8.52,62.93
"2024-02-08 11:00:00",11132,12.68,-9.15,60.48
"2024-02-08 11:30:00",11133,13.15,-7.558,64.85
"2024-02-08 12:00:00",11134,13.53,-7.958,69.73
"2024-02-08 12:30:00",11135,13.33,-8.18,70.37
"2024-02-08 13:00:00",11136,13.14,-7.537,73.39
"2024-02-08 13:30:00",11137,13.06,-7.565,69.76
"2024-02-08 14:00:00",11138,13.1,-7.236,70.64
"2024-02-08 14:30:00",11139,13.07,-7.702,71.63
"2024-02-08 15:00:00",11140,13.07,-8.84,72.71
"2024-02-08 15:30:00",11141,13.06,-7.95,71.86
"2024-02-08 16:00:00",11142,13.03,-8.43,72.59
"2024-02-08 16:30:00",11143,12.97,-8.62,74.9
"2024-02-08 17:00:00",11144,12.93,-9.01,74.3
"2024-02-08 17:30:00",11145,12.89,-9.41,74.54
"2024-02-08 18:00:00",11146,12.87,-8.89,71.82
"2024-02-08 18:30:00",11147,12.84,-8.82,72.13
"2024-02-08 19:00:00",11148,12.83,-9.13,72.36
"2024-02-08 19:30:00",11149,12.82,-8.71,72.81
"2024-02-08 20:00:00",11150,12.81,-9,73.59
"2024-02-08 20:30:00",11151,12.79,-8.78,72.47
"2024-02-08 21:00:00",11152,12.79,-8.63,71.62
"2024-02-08 21:30:00",11153,12.78,-8.87,72.91
"2024-02-08 22:00:00",11154,12.77,-8.79,72.03
"2024-02-08 22:30:00",11155,12.77,-8.65,72.43
"2024-02-08 23:00:00",11156,12.76,-8.86,72.33
"2024-02-08 23:30:00",11157,12.74,-9.34,69.17
"2024-02-09 00:00:00",11158,12.74,-9.08,68.26
"2024-02-09 00:30:00",11159,12.74,-9.11,71.28
"2024-02-09 01:00:00",11160,12.74,-8.62,72.09
"2024-02-09 01:30:00",11161,12.73,-9.1,70.77
"2024-02-09 02:00:00",11162,12.73,-9.52,74.91
"2024-02-09 02:30:00",11163,12.72,-10.2,75.42
"2024-02-09 03:00:00",11164,12.72,-10.07,77.76
"2024-02-09 03:30:00",11165,12.71,-9.96,76
"2024-02-09 04:00:00",11166,12.71,-10.03,76.1
"2024-02-09 04:30:00",11167,12.7,-10.48,74.79
"2024-02-09 05:00:00",11168,12.7,-10.47,74.16
"2024-02-09 05:30:00",11169,12.69,-9.93,72.18
"2024-02-09 06:00:00",11170,12.7,-9.95,71.05
"2024-02-09 06:30:00",11171,12.7,-10.36,71.53
"2024-02-09 07:00:00",11172,12.69,-9.68,67.93
"2024-02-09 07:30:00",11173,12.68,-10.22,73.66
"2024-02-09 08:00:00",11174,12.68,-9.45,59.31
"2024-02-09 08:30:00",11175,12.68,-9.31,71.07
"2024-02-09 09:00:00",11176,12.67,-10.57,66.64
"2024-02-09 09:30:00",11177,12.68,-10.38,69.3
"2024-02-09 10:00:00",11178,12.67,-10.92,68.21
"2024-02-09 10:30:00",11179,12.68,-11.01,71.03
"2024-02-09 11:00:00",11180,12.68,-10.83,64.82
"2024-02-09 11:30:00",11181,12.72,-9.65,61.76
