"TOA5","MAT89_CR23XPB_7","","","","","","Met_half_hourly"
"TIMESTAMP","RECORD","CT_Temp_AVG","GH_Temp_AVG","SH_Temp_AVG","CT_RH","GH_RH","SH_RH","SolarkW_AVG","CTPAR_Den_AVG","GHPAR_Den_AVG","SHPAR_Den_AVG","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","Ref_T_C_AVG","Rain_mm_TOT","Field16"
"TS","RN","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"2023-06-29 08:30:00",6485,16.12,-83.5,-78.2,68.44,-17.83,-29.55,0.29,289.9,0,0,0.468,41.23,36.81,15.91,0,989
"2023-06-29 09:00:00",6486,15.64,-83.8,-78.32,68.11,-17.62,-29.33,0.23,230.3,0,0,0.72,342.9,31.14,16.18,0,988
"2023-06-29 09:30:00",6487,16.16,-83.8,-78.34,68.72,-17.45,-29.17,0.263,262.7,0,0,0.391,17.55,7.314,16.04,0,989
"2023-06-29 10:00:00",6488,15.8,-83.8,-78.31,69.44,-17.35,-29,0.173,173.4,0,0,0.181,18.67,5.076,16.16,0,989
"2023-06-29 10:30:00",6489,15.24,-83.7,-78.5,84,-17.32,-28.89,0.193,193.4,0,0,0.792,352.2,10.41,15.56,0,989
"2023-06-29 11:00:00",6490,15.22,-83.2,-78.32,81,-17.25,-28.69,0.446,445.8,0,0,1.389,342.4,21.33,14.87,0,982
"2023-06-29 11:30:00",6491,15.89,-82.9,-77.71,85.9,-16.86,-28.26,0.604,604.5,0,0,1.593,356.9,20.26,15.21,0,990
"2023-06-29 12:00:00",6492,16.52,-82.8,-76.98,74.39,-16.25,-27.63,0.909,909,0,0,2.282,5.607,9.62,16.78,0,991
"2023-06-29 12:30:00",6493,17.54,-83.1,-76.3,74.23,-15.67,-27.03,1.061,1061,0,0,3.198,17.49,14.92,18.51,0,188.4
"2023-06-29 13:00:00",6494,17.86,-84.4,-76.88,66.8,-15.21,-26.44,1.216,1216,0,0,3.564,17.79,13.74,19.12,0,990
"2023-06-29 13:30:00",6495,18.53,-85,-76.61,72.79,-15.02,-26.67,1.188,1188,0,0,3.842,27,14.65,20.32,0,138.3
"2023-06-29 14:00:00",6496,18.29,-86.1,-77.22,63.33,-15.05,-26.96,1.158,1159,0,0,4.292,17.67,9.06,20.93,0,981
"2023-06-29 14:30:00",6497,18.83,-86.9,-77.69,60.33,-15.2,-27.54,1.262,1262,0,0,4.577,19.61,11.66,21.2,0,985
"2023-06-29 15:00:00",6498,18.76,-87.8,-78.1,71.03,-15.66,-28.74,1.034,1035,0,0,5.458,20.71,15.07,21.87,0,988
"2023-06-29 15:30:00",6499,16.99,-88.5,-79.75,73.5,-16.44,-29.78,0.429,429.3,0,0,5.574,8.81,7.745,20.78,0,989
"2023-06-29 16:00:00",6500,16.31,-87.1,-80,74.98,-17.18,-30.43,0.314,313.9,0,0,4.927,9.25,7.524,18.72,0,989
"2023-06-29 16:30:00",6501,16.21,-86,-79.82,76.76,-17.51,-30.4,0.418,418.1,0,0,4.656,11.11,12.57,17.35,0,969
"2023-06-29 17:00:00",6502,16.06,-85.1,-79.33,90.3,-17.71,-30.43,0.247,247.4,0,0,4.779,13.82,19.53,16.58,0,978
"2023-06-29 17:30:00",6503,14.24,-84.3,-79.18,99.6,-17.8,-30.07,0.067,67.52,0,0,3.205,341.2,10.09,15.65,0.254,991
"2023-06-29 18:00:00",6504,14.19,-83,-78.5,97.3,-17.75,-29.7,0.274,273.9,0,0,2.275,11.19,30.5,14.46,0,949
"2023-06-29 18:30:00",6505,14.46,-82.4,-77.88,90,-17.42,-29.14,0.261,261.3,0,0,2.727,28.43,13.12,14.35,0,157.9
"2023-06-29 19:00:00",6506,14.62,-81.9,-77.5,99.5,-16.96,-28.48,0.152,151.7,0,0,2.935,342,26.37,14.39,0,983
"2023-06-29 19:30:00",6507,14,-81.3,-77.12,99.1,-16.51,-27.72,0.118,118.4,0,0,3.323,317.3,29.4,14.42,0,984
"2023-06-29 20:00:00",6508,13.61,-80.5,-76.6,100,-16.02,-26.86,0.115,115.2,0,0,3.063,342,12.45,14.19,0,993
"2023-06-29 20:30:00",6509,12.79,-80,-76.3,100,-15.71,-26.16,0.071,71.61,0,0,3.284,357.1,14.51,13.65,1.016,989
"2023-06-29 21:00:00",6510,12.8,-79.22,-75.81,100,-15.36,-25.43,0.091,91.2,0,0,2.86,342.6,20.68,13.12,0,993
"2023-06-29 21:30:00",6511,12.52,-78.65,-75.41,100,-15.03,-24.71,0.018,17.73,0,0,2.52,23.71,8.84,12.81,1.778,116.8
"2023-06-29 22:00:00",6512,12,-78.46,-75.22,100,-14.8,-24.16,0.04,39.86,0,0,2.193,12.61,14.38,12.4,1.016,968
"2023-06-29 22:30:00",6513,12.09,-78.12,-75.02,100,-14.57,-23.59,0.006,6.417,0,0,1.829,343.3,40.29,12.05,0.508,992
"2023-06-29 23:00:00",6514,12.57,-77.62,-74.68,100,-14.26,-22.93,0.007,7.435,0,0,2.242,79.76,54.9,11.92,0.762,732.3
"2023-06-29 23:30:00",6515,12.57,-77.07,-74.34,95.8,-13.96,-22.19,0.009,9.13,0,0,1.752,213.6,70.69,12.01,0.254,765.7
"2023-06-30 00:00:00",6516,12.91,-76.89,-74.11,95.1,-13.76,-21.58,0.009,9.47,0,0,2.449,116.2,22.93,11.79,0,464
"2023-06-30 00:30:00",6517,13.29,-76.52,-73.88,87.3,-13.53,-20.94,0.008,8.48,0,0,1.67,134.3,49.75,11.56,0,610.7
"2023-06-30 01:00:00",6518,12.85,-76.24,-73.69,98.3,-13.35,-20.39,0.009,9.26,0,0,2.423,150.2,27.16,11.39,0.254,538.4
"2023-06-30 01:30:00",6519,12.95,-75.52,-73.32,97.4,-13.06,-19.58,0.012,12.43,0,0,4.079,177.6,15.36,11.36,0,562.4
"2023-06-30 02:00:00",6520,12.57,-74.68,-72.79,94.9,-12.78,-18.79,0.032,31.85,0,0,3.875,197.5,9.34,11.54,0,600.5
"2023-06-30 02:30:00",6521,12.11,-74.38,-72.71,97.6,-12.61,-18.28,0.045,45.04,0,0,2.355,208.2,18.31,11.24,0,686.2
"2023-06-30 03:00:00",6522,12.68,-74.12,-72.5,87.6,-12.48,-17.74,0.05,50.53,0,0,3.67,194.5,14.83,11.01,0,670.6
"2023-06-30 03:30:00",6523,12.47,-73.63,-72.2,87.1,-12.25,-17.13,0.064,64.53,0,0,4.18,192.2,9.5,11.23,0,614.1
"2023-06-30 04:00:00",6524,12.38,-73.36,-72.09,87.3,-12.08,-16.6,0.086,86.2,0,0,4.306,195.6,7.38,11.17,0,590.1
"2023-06-30 04:30:00",6525,12.39,-72.96,-71.85,86,-11.95,-16.09,0.133,133.3,0,0,3.75,185.9,14.86,11.25,0,584.1
"2023-06-30 05:00:00",6526,13.11,-72.26,-71.31,85.9,-11.69,-15.31,0.221,220.7,0,0,3.076,184.4,14.02,11.57,0,603.6
"2023-06-30 05:30:00",6527,13.95,-71.41,-70.72,79.53,-11.41,-14.46,0.294,294.5,0,0,3.327,181.1,14.2,12.28,0,598.4
"2023-06-30 06:00:00",6528,14.75,-70.37,-69.97,80.6,-11.06,-13.5,0.384,384.3,0,0,3.335,173.8,6.785,13.14,0,515.8
"2023-06-30 06:30:00",6529,15.41,-69.56,-69.37,72.12,-10.76,-12.66,0.471,471.3,0,0,3.523,165,9.28,14.08,0,503.7
"2023-06-30 07:00:00",6530,15.9,-68.91,-68.89,67.82,-10.46,-11.88,0.552,551.8,0,0,3.851,166.7,11.95,15.03,0,532.3
"2023-06-30 07:30:00",6531,16.09,-69.14,-69.12,62.72,-10.3,-11.54,0.588,588.6,0,0,4.507,171.9,10.51,15.67,0,530.4
"2023-06-30 08:00:00",6532,16.76,-69.74,-69.23,67.25,-10.17,-11.27,0.726,726.1,0,0,4.349,174.6,12.54,16.11,0,549.9
"2023-06-30 08:30:00",6533,17.1,-69.7,-68.9,62.48,-9.97,-11.01,0.921,921,0,0,3.012,216.9,23.79,16.99,0,691.7
"2023-06-30 09:00:00",6534,17.7,-69.46,-68.65,59.57,-9.8,-10.84,1.036,1037,0,0,5.067,159.7,13.41,18.31,0,528.4
"2023-06-30 09:30:00",6535,17.77,-70.37,-69.04,60.56,-9.69,-10.94,1.137,1137,0,0,6.46,160.1,11.31,19.15,0,504.1
"2023-06-30 10:00:00",6536,17.78,-72.21,-69.91,57.89,-9.72,-11.47,1.197,1198,0,0,6.132,168.3,23.11,19.29,0,629.6
"2023-06-30 10:30:00",6537,18.22,-73.99,-70.65,57.16,-9.82,-12.06,1.306,1306,0,0,5.899,157.3,13.85,19.56,0,534.1
"2023-06-30 11:00:00",6538,18.11,-75.82,-71.42,55.22,-9.98,-12.95,1.07,1070,0,0,5.863,180.3,20.44,19.94,0,613.7
"2023-06-30 11:30:00",6539,17.99,-77.93,-72.69,56.16,-10.23,-14.08,1.194,1194,0,0,5.446,204.8,12.97,19.45,0,650.6
"2023-06-30 12:00:00",6540,18.26,-79.25,-73.22,55.13,-10.49,-15.17,1.371,1371,0,0,6.019,211.6,11.85,19.64,0,640.2
"2023-06-30 12:30:00",6541,17.27,-80.9,-74.34,56.07,-10.89,-16.42,0.619,619.6,0,0,5.898,203.5,15.19,19.82,0,658.4
"2023-06-30 13:00:00",6542,17.21,-81.6,-75.69,53.76,-11.37,-17.79,0.614,614,0,0,5.439,203.2,13.43,18.18,0,629
"2023-06-30 13:30:00",6543,18.28,-81.9,-75.64,49.29,-11.7,-18.67,1.39,1390,0,0,6.157,199,18.57,17.9,0,649.4
"2023-06-30 14:00:00",6544,18.52,-83.2,-75.94,47.66,-12.11,-20.05,1.353,1353,0,0,6.045,188.5,18.46,19.24,0,598.9
"2023-06-30 14:30:00",6545,18.79,-84.7,-76.81,49.24,-12.6,-21.64,1.342,1342,0,0,5.648,172.6,20.28,20.11,0,579.3
"2023-06-30 15:00:00",6546,18.86,-85.9,-77.77,46.3,-13.21,-23.47,1.301,1302,0,0,5.023,174.6,14.97,20.66,0,565.6
"2023-06-30 15:30:00",6547,19.04,-86.9,-78.63,51.36,-13.98,-25.51,1.246,1246,0,0,4.784,188.8,21.03,21.04,0,659.7
"2023-06-30 16:00:00",6548,18.74,-88,-79.58,48.54,-14.84,-27.46,1.177,1178,0,0,5.824,216.7,11.53,21.19,0,652.9
"2023-06-30 16:30:00",6549,18.6,-88.5,-80.4,48.57,-15.76,-29.22,1.108,1108,0,0,5.961,207.1,13.23,20.93,0,641.9
"2023-06-30 17:00:00",6550,18.71,-88.8,-81,48.03,-16.8,-30.9,1.034,1034,0,0,5.524,207,10.19,20.65,0,625.1
"2023-06-30 17:30:00",6551,18.7,-89.2,-81.5,48.39,-17.92,-32.55,0.943,944,0,0,4.708,189.7,22.84,20.59,0,627.2
"2023-06-30 18:00:00",6552,18.39,-89.5,-82.1,50.77,-19.04,-34.03,0.852,852,0,0,5.539,166,24.24,20.58,0,651.9
"2023-06-30 18:30:00",6553,18.29,-89.6,-82.5,51.11,-20.28,-35.43,0.765,764.8,0,0,5.423,180,26.95,20.4,0,658.1
"2023-06-30 19:00:00",6554,18,-89.6,-82.8,53.24,-21.48,-36.65,0.721,721.2,0,0,5.106,210.1,13.9,20.32,0,676.8
"2023-06-30 19:30:00",6555,17.68,-89.6,-83.1,55.1,-22.45,-37.54,0.573,573.1,0,0,4.676,217.6,11.05,20.31,0,660.6
"2023-06-30 20:00:00",6556,17.15,-89.4,-83.2,54.86,-23.29,-38.07,0.488,488.3,0,0,4.944,214.5,8.84,19.94,0,646.3
"2023-06-30 20:30:00",6557,16.64,-89.3,-83.4,58.37,-24.07,-38.76,0.37,369.7,0,0,4.467,215.9,9.3,19.4,0,649.6
"2023-06-30 21:00:00",6558,15.75,-88.7,-83.2,66.27,-24.88,-38.45,0.258,257.9,0,0,4.491,211.9,6.802,18.69,0,621.5
"2023-06-30 21:30:00",6559,14.6,-87.4,-82.9,66.67,-25.52,-37.78,0.148,148.2,0,0,3.218,192.4,16.88,16.79,0,616.2
"2023-06-30 22:00:00",6560,14.59,-85.9,-82.1,70.43,-25.99,-37.49,0.121,120.6,0,0,1.736,277.5,50.39,15.46,0,957
"2023-06-30 22:30:00",6561,13.21,-85.2,-81.7,74.11,-26.22,-37.03,0.072,72.41,0,0,3.017,283.2,14.92,14.43,0,868
"2023-06-30 23:00:00",6562,12.34,-84,-81,76.58,-26.44,-36.44,0.06,60.55,0,0,2.603,286.4,18.5,12.97,0,952
"2023-06-30 23:30:00",6563,11.65,-83,-80.4,74.89,-26.51,-35.97,0.033,32.97,0,0,2.999,292.1,13.15,11.92,0,892
"2023-07-01 00:00:00",6564,11.42,-82.3,-79.92,93.4,-26.28,-35.66,0.03,29.69,0,0,4.469,299.8,11.89,11.39,0,874
"2023-07-01 00:30:00",6565,10.18,-81.9,-79.59,100,-25.83,-35.18,0.014,14.4,0,0,5.11,305.4,11.01,10.91,0,932
"2023-07-01 01:00:00",6566,9.49,-81.3,-79.13,100,-25.19,-34.65,0.007,6.692,0,0,4.583,309.6,10.88,10.37,0,918
"2023-07-01 01:30:00",6567,9.17,-80.7,-78.71,100,-24.52,-34.11,0.004,4.457,0,0,3.499,311.6,10.66,9.83,0,929
"2023-07-01 02:00:00",6568,8.83,-80.3,-78.34,99.9,-23.86,-33.59,0.004,3.868,0,0,4.187,289.6,9.57,9.45,0,864
"2023-07-01 02:30:00",6569,8.41,-79.86,-77.99,100,-23.31,-33.09,0.008,7.833,0,0,3.695,300.5,11.03,8.93,0,915
"2023-07-01 03:00:00",6570,8.2,-79.45,-77.66,100,-22.79,-32.6,0.012,12.54,0,0,3.879,299.1,11.47,8.43,0,904
"2023-07-01 03:30:00",6571,7.899,-79.06,-77.35,100,-22.21,-32.1,0.017,16.99,0,0,3.135,287,12.58,8.11,0,881
"2023-07-01 04:00:00",6572,7.708,-78.73,-77.05,100,-21.5,-31.61,0.035,34.87,0,0,4.17,277,11.33,7.894,0.254,848
"2023-07-01 04:30:00",6573,7.745,-78.4,-76.75,100,-20.89,-31.05,0.024,24.01,0,0,2.532,260.7,18.13,7.718,0,808
"2023-07-01 05:00:00",6574,7.792,-78.17,-76.53,100,-20.32,-30.52,0.026,26.41,0,0,2.512,266.8,20.33,7.67,0.254,824
"2023-07-01 05:30:00",6575,7.66,-78.02,-76.37,100,-19.82,-30.01,0.031,31.47,0,0,1.797,260.4,24.42,7.542,0,842
"2023-07-01 06:00:00",6576,7.779,-77.88,-76.21,100,-19.31,-29.52,0.042,42.32,0,0,2.508,251.2,14.92,7.463,0,811
"2023-07-01 06:30:00",6577,7.564,-77.78,-76.1,100,-18.87,-29.07,0.042,42.42,0,0,2.392,250.2,14.4,7.487,0,832
"2023-07-01 07:00:00",6578,7.525,-77.68,-75.98,100,-18.47,-28.61,0.049,48.99,0,0,1.572,274.9,14.16,7.457,0.254,839
"2023-07-01 07:30:00",6579,7.459,-77.52,-75.86,100,-18.04,-28.08,0.064,63.8,0,0,2.109,269.6,12.11,7.432,0,835
"2023-07-01 08:00:00",6580,7.55,-77.34,-75.76,100,-17.63,-27.57,0.09,89.8,0,0,1.926,280.1,14.88,7.434,0.254,849
"2023-07-01 08:30:00",6581,7.666,-77.14,-75.59,100,-17.2,-26.99,0.125,125,0,0,2.247,300.7,16.37,7.579,0,906
"2023-07-01 09:00:00",6582,7.733,-76.93,-75.43,100,-16.75,-26.37,0.15,149.7,0,0,1.852,309.3,15.88,7.816,0,942
"2023-07-01 09:30:00",6583,8.07,-76.81,-75.25,100,-16.28,-25.69,0.217,216.7,0,0,1.718,259.7,15.76,8.05,0.254,799.7
"2023-07-01 10:00:00",6584,8.35,-76.63,-75.04,100,-15.88,-24.96,0.218,217.9,0,0,1.771,271.4,18.26,8.47,0,877
"2023-07-01 10:30:00",6585,8.35,-76.55,-74.92,100,-15.5,-24.24,0.193,193.1,0,0,1.615,288.1,19.32,8.75,0.254,907
"2023-07-01 11:00:00",6586,8.38,-76.35,-74.76,100,-15.14,-23.51,0.256,256.5,0,0,2.318,330.2,13.57,8.93,0.254,995
"2023-07-01 11:30:00",6587,8.51,-75.91,-74.47,100,-14.74,-22.72,0.317,316.9,0,0,2.278,333.7,13.73,9.24,0,984
"2023-07-01 12:00:00",6588,8.36,-75.68,-74.33,100,-14.48,-22.11,0.262,262.5,0,0,2.349,338.7,9.65,9.26,0,995
"2023-07-01 12:30:00",6589,8.64,-75.29,-74.02,100,-14.1,-21.37,0.339,339.3,0,0,2.663,336.5,14.96,9.32,0,973
"2023-07-01 13:00:00",6590,8.75,-74.8,-73.7,100,-13.83,-20.64,0.293,293.3,0,0,2.595,331.3,10.57,9.49,0,976
"2023-07-01 13:30:00",6591,8.88,-74.46,-73.46,100,-13.6,-19.97,0.309,309.2,0,0,2.307,331.7,13.47,9.55,0,996
"2023-07-01 14:00:00",6592,9.36,-74.07,-73.16,96.9,-13.32,-19.21,0.364,363.8,0,0,2.175,16.25,12.97,9.77,0,996
"2023-07-01 14:30:00",6593,9.68,-73.77,-72.88,98.5,-13.04,-18.45,0.289,289.2,0,0,2.395,2.873,22.88,10.12,0,995
"2023-07-01 15:00:00",6594,9.97,-73.31,-72.48,95.3,-12.73,-17.67,0.339,339.6,0,0,2.521,7.432,10.01,10.54,0,989
"2023-07-01 15:30:00",6595,9.89,-72.97,-72.21,97.2,-12.48,-17,0.215,215.2,0,0,2.386,4.37,10.45,10.96,0,995
"2023-07-01 16:00:00",6596,10.14,-72.96,-72.19,92.9,-12.3,-16.55,0.284,284.2,0,0,2.502,3.227,13.18,10.86,0,995
"2023-07-01 16:30:00",6597,10.22,-72.55,-71.92,95.7,-12.02,-15.96,0.237,237.2,0,0,2.444,11.1,10.73,11.18,0,995
"2023-07-01 17:00:00",6598,10.3,-72.32,-71.8,98.8,-11.84,-15.46,0.227,227.1,0,0,2.459,6.757,16.75,11.24,0,982
"2023-07-01 17:30:00",6599,10.25,-72.25,-71.86,96.3,-11.7,-15.12,0.294,294.3,0,0,3.225,10.65,13.87,11,0,992
"2023-07-01 18:00:00",6600,10.54,-71.86,-71.59,97.1,-11.61,-14.66,0.212,211.7,0,0,3.258,26.79,19.18,11.05,0,970
"2023-07-01 18:30:00",6601,10.44,-71.69,-71.62,95.4,-11.44,-14.34,0.231,231.3,0,0,3.304,28.36,9.89,10.97,0,145.1
"2023-07-01 19:00:00",6602,10.59,-71.28,-71.34,95.8,-11.37,-13.91,0.172,171.7,0,0,3.259,31.69,10.33,11.07,0,155.7
"2023-07-01 19:30:00",6603,10.58,-71.05,-71.21,95.7,-11.24,-13.6,0.177,177.5,0,0,3.386,38.23,14.84,11.11,0,208.7
"2023-07-01 20:00:00",6604,10.3,-70.74,-71.14,100,-11.18,-13.34,0.141,141.1,0,0,3.315,34.97,8.7,11.09,0,142.7
"2023-07-01 20:30:00",6605,9.93,-70.54,-71.13,100,-11.14,-13.16,0.105,105.3,0,0,2.715,43.04,10.52,10.78,0,190
"2023-07-01 21:00:00",6606,9.81,-70.4,-71.09,100,-11.13,-13.01,0.066,66.37,0,0,2.701,36.25,8.75,10.38,0,164.5
"2023-07-01 21:30:00",6607,9.55,-70.16,-70.96,100,-11.13,-12.86,0.046,46.57,0,0,3.347,37.96,12.3,10.08,0.254,164.2
"2023-07-01 22:00:00",6608,9.58,-69.84,-70.84,100,-11.11,-12.7,0.031,30.75,0,0,2.678,48.32,9.51,9.78,0,231
"2023-07-01 22:30:00",6609,9.46,-69.48,-70.66,100,-11.08,-12.46,0.03,29.96,0,0,2.955,61.46,8.84,9.61,0.254,209.2
"2023-07-01 23:00:00",6610,9.3,-69.05,-70.49,100,-11.05,-12.27,0.031,30.76,0,0,2.677,71.56,8.39,9.43,0,244.6
"2023-07-01 23:30:00",6611,9.33,-68.71,-70.34,100,-11,-12.05,0.026,26.46,0,0,2.174,67.99,10.83,9.3,0,237.5
"2023-07-02 00:00:00",6612,9.35,-68.43,-70.32,100,-10.98,-11.92,0.017,16.88,0,0,0.922,149.7,66.41,9.12,0,845
"2023-07-02 00:30:00",6613,9.04,-68.19,-70.35,100,-10.98,-11.86,0.017,17.16,0,0,1.551,137.3,27.18,8.87,0,632.1
"2023-07-02 01:00:00",6614,8.96,-68.12,-70.51,98.5,-11,-11.79,0.02,19.88,0,0,1.454,176.2,24.88,8.46,0,663.7
"2023-07-02 01:30:00",6615,8.82,-68.01,-70.54,99,-11.02,-11.76,0.021,20.69,0,0,1.744,202.1,22.22,8.13,0,660.3
"2023-07-02 02:00:00",6616,8.57,-67.95,-70.66,99.5,-11.1,-11.76,0.034,33.7,0,0,2.305,187.6,5.248,7.733,0,540.4
"2023-07-02 02:30:00",6617,7.773,-67.99,-70.84,98.5,-11.21,-11.89,0.038,38.69,0,0,2.635,195.7,11.02,7.163,0,586.2
"2023-07-02 03:00:00",6618,8.35,-67.92,-70.7,99.8,-11.25,-11.81,0.059,59.26,0,0,2.076,175,23.91,6.7,0,628.4
"2023-07-02 03:30:00",6619,7.332,-67.55,-70.44,100,-11.25,-11.68,0.042,41.71,0,0,2.386,154.7,13.64,7.013,0,531.1
"2023-07-02 04:00:00",6620,6.821,-67.34,-70.53,100,-11.31,-11.63,0.078,77.8,0,0,2.399,170.4,12.77,6.59,0,536.6
"2023-07-02 04:30:00",6621,7.876,-67.02,-70.22,100,-11.28,-11.35,0.129,129.4,0,0,3.015,188.3,10.04,6.645,0,582.1
"2023-07-02 05:00:00",6622,9.37,-65.95,-69.4,96.1,-11.18,-10.64,0.249,248.6,0,0,3.299,177,11.64,7.33,0,565.2
"2023-07-02 05:30:00",6623,10.1,-64.02,-68.23,98.3,-10.93,-9.93,0.167,167.3,0,0,3.051,169.4,10.48,8.74,0,563.8
"2023-07-02 06:00:00",6624,10.25,-62.93,-67.88,95.3,-10.72,-9.43,0.167,167.2,0,0,3.087,170.3,9.52,9.21,0,531.4
"2023-07-02 06:30:00",6625,10.76,-62.09,-67.44,96.1,-10.54,-8.97,0.175,175.3,0,0,2.705,172,7.456,9.64,0,517.2
"2023-07-02 07:00:00",6626,10.98,-61.04,-66.92,95.8,-10.37,-8.52,0.148,148.5,0,0,2.955,178.5,7.805,10.2,0,562.2
"2023-07-02 07:30:00",6627,11.41,-60.07,-66.47,95.8,-10.21,-8.11,0.185,185.2,0,0,2.912,190.9,10.06,10.65,0,575
"2023-07-02 08:00:00",6628,11.38,-59.23,-66.36,89.9,-10.11,-7.929,0.147,147.4,0,0,5.284,206.8,10.95,11,0.508,644.2
"2023-07-02 08:30:00",6629,11.49,-59.04,-66.72,91.3,-10.11,-7.815,0.214,214,0,0,5.245,182.2,17.05,10.63,0,623.4
"2023-07-02 09:00:00",6630,11.5,-58.74,-66.67,93.3,-10.07,-7.65,0.157,157.3,0,0,3.905,164.9,10.35,10.48,0,526.9
"2023-07-02 09:30:00",6631,12.69,-57.96,-65.8,83.9,-9.94,-7.254,0.445,445.3,0,0,3.956,173.1,11.59,10.77,0,551.6
"2023-07-02 10:00:00",6632,14.08,-56.19,-64.15,75.89,-9.46,-6.709,0.853,853,0,0,5.055,166.8,10.37,12.32,0,503.4
"2023-07-02 10:30:00",6633,16.13,-54.63,-62.72,64.37,-9.06,-5.801,1.213,1213,0,0,5.725,163.6,8.66,14.36,0,516.3
"2023-07-02 11:00:00",6634,17.47,-53.13,-61.72,58.3,-8.7,-5.289,1.247,1247,0,0,4.795,161.3,12.08,16.48,0,507
"2023-07-02 11:30:00",6635,18.45,-52.42,-61.34,51.57,-8.39,-4.926,1.289,1289,0,0,3.658,154.9,18.95,18.09,0,602.3
"2023-07-02 12:00:00",6636,19.21,-52.08,-61.08,50.24,-7.989,-4.596,1.368,1369,0,0,2.557,193.1,32.49,19.55,0,739.1
"2023-07-02 12:30:00",6637,19.85,-51.95,-60.93,43.22,-7.642,-4.381,1.398,1398,0,0,2.213,153.9,32.29,20.79,0,617.2
"2023-07-02 13:00:00",6638,19.32,-51.5,-61.46,46.86,-7.428,-4.085,0.937,937,0,0,1.897,142.3,60.16,21.8,0,793.6
"2023-07-02 13:30:00",6639,19.98,-51.44,-61.96,44.17,-7.214,-4.117,1.296,1297,0,0,2.294,185,36.87,21.55,0,839
"2023-07-02 14:00:00",6640,20.48,-52.07,-61.92,43.91,-6.95,-4.018,1.448,1449,0,0,2.043,94.6,45.5,22.3,0,975
"2023-07-02 14:30:00",6641,20.8,-52.46,-61.9,42.04,-6.752,-4.051,1.209,1210,0,0,2.159,88.2,63.38,23.4,0,901
"2023-07-02 15:00:00",6642,20.2,-53.52,-63.13,42.7,-6.768,-4.282,0.915,915,0,0,2.227,118.1,43.98,23.41,0,603.5
"2023-07-02 15:30:00",6643,21.16,-54.82,-63.53,35.59,-6.702,-4.512,1.129,1130,0,0,1.939,145.3,70.12,23.11,0,961
"2023-07-02 16:00:00",6644,20.45,-56.34,-64.27,43.01,-6.735,-4.891,0.519,519.4,0,0,2.105,145.7,46.13,23.3,0,638.3
"2023-07-02 16:30:00",6645,21.42,-58.1,-65.25,33.63,-6.802,-5.287,1.025,1025,0,0,2.163,189.8,29.88,22.04,0,684.7
"2023-07-02 17:00:00",6646,21.64,-59.42,-64.81,38.98,-6.769,-5.698,0.896,896,0,0,2.643,201.2,21.73,22.84,0,715.5
"2023-07-02 17:30:00",6647,19.95,-61.72,-66.59,49.89,-6.967,-6.407,0.304,304.5,0,0,3.017,165.2,19.11,22.81,0,563.2
"2023-07-02 18:00:00",6648,19.61,-64.82,-68.62,45.74,-7.264,-7.412,0.374,374.6,0,0,3.629,148.4,9.27,20.42,0,479.8
"2023-07-02 18:30:00",6649,19.46,-67.2,-69.22,48.12,-7.512,-8.24,0.272,271.9,0,0,3.428,152.7,8.95,20.15,0,473.4
"2023-07-02 19:00:00",6650,20.44,-68.62,-69.53,40.41,-7.677,-8.96,0.578,578.6,0,0,4.121,151.7,10.75,19.65,0,482
"2023-07-02 19:30:00",6651,20.96,-69.37,-68.98,44.05,-7.758,-9.57,0.608,607.5,0,0,4.298,155.1,9.46,21.52,0,510.7
"2023-07-02 20:00:00",6652,20.72,-70.82,-69.65,41.87,-7.906,-10.39,0.507,507.4,0,0,3.951,148.1,7.636,22.43,0,455.1
"2023-07-02 20:30:00",6653,20.65,-72.53,-70.45,45.16,-8.14,-11.61,0.425,424.6,0,0,2.642,179,12.06,22.83,0,546.8
"2023-07-02 21:00:00",6654,19.98,-74.37,-71.34,51.45,-8.43,-12.93,0.351,350.7,0,0,2.942,210.4,7.458,23.11,0,621.6
"2023-07-02 21:30:00",6655,18.86,-76.14,-72.58,56.03,-8.78,-14.17,0.261,261.1,0,0,2.66,208.5,12.13,22.52,0,629.4
"2023-07-02 22:00:00",6656,17.77,-77.66,-73.65,57.77,-9.22,-15.43,0.207,207,0,0,3.091,205.5,6.537,21.34,0,606.2
"2023-07-02 22:30:00",6657,17.63,-78.89,-74.54,55.93,-9.72,-16.69,0.179,178.7,0,0,3.21,199.6,7.523,19.95,0,587
"2023-07-02 23:00:00",6658,16.8,-79.78,-75.17,60.2,-10.2,-17.79,0.12,119.7,0,0,3.078,192.8,4.094,19.08,0,552.9
"2023-07-02 23:30:00",6659,15.02,-80.4,-76,71.05,-10.76,-18.95,0.079,78.84,0,0,3.087,180.3,7.073,17.5,0,528.2
"2023-07-03 00:00:00",6660,12.95,-80.4,-76.62,76.6,-11.34,-19.81,0.045,45.11,0,0,3.413,181.4,6.425,15.57,0,542.2
"2023-07-03 00:30:00",6661,11.61,-79.88,-76.93,79.45,-12.05,-20.77,0.031,30.6,0,0,3.255,168.7,6.466,12.89,0,516.9
"2023-07-03 01:00:00",6662,10.99,-79.17,-76.75,81.3,-12.73,-21.58,0.025,24.72,0,0,3.548,171.9,4.084,11,0,506.6
